Year,Report Date,Bank Name,Bank Type,Is_Aggregate,Deposits_1 - 14 days,Deposits_15 - 28 days,Deposits_29 days to 3 months,Deposits_Over 3 months to 6 months,Deposits_Over 6 months to 1 year,Deposits_Over 1 year to 3 years,Deposits_Over 3 years to 5 years,Deposits_Over 5 years,Deposits_Total of Deposits,Borrowings_1 - 14 days,Borrowings_15 - 28 days,Borrowings_29 days to 3 months,Borrowings_Over 3 months to 6 months,Borrowings_Over 6 months to 1 year,Borrowings_Over 1 year to 3 years,Borrowings_Over 3 years to 5 years,Borrowings_Over 5 years,Borrowings_Total Of Borrowings,Investments (at book value)_1 - 14 days,Investments (at book value)_15 - 28 days,Investments (at book value)_29 days to 3 months,Investments (at book value)_Over 3 months to 6 months,Investments (at book value)_Over 6 months to 1 year,Investments (at book value)_Over 1 year to 3 years,Investments (at book value)_Over 3 years to 5 years,Investments (at book value)_Over 5 years,Investments (at book value)_,Foreign Currency Assets_1 - 14 days,Foreign Currency Assets_15 - 28 days,Foreign Currency Assets_29 days to 3 months,Foreign Currency Assets_Over 3 months to 6 months,Foreign Currency Assets_Over 6 months to 1 year,Foreign Currency Assets_Over 1 year to 3 years,Foreign Currency Assets_Over 3 years to 5 years,Foreign Currency Assets_Over 5 years,Foreign Currency Assets_Total of Foreign Currency Assets,Foreign Currency Liabilities_1 - 14 days,Foreign Currency Liabilities_15 - 28 days,Foreign Currency Liabilities_29 days to 3 months,Foreign Currency Liabilities_Over 3 months to 6 months,Foreign Currency Liabilities_Over 6 months to 1 year,Foreign Currency Liabilities_Over 1 year to 3 years,Foreign Currency Liabilities_Over 3 years to 5 years,Foreign Currency Liabilities_Over 5 years,Foreign Currency Liabilities_Total of Foreign Currency Liabilities,Loans and Advances_1 - 14 days,Loans and Advances_15 - 28 days,Loans and Advances_29 days to 3 months,Loans and Advances_Over 3 months to 6 months,Loans and Advances_Over 6 months to 1 year,Loans and Advances_Over 1 year to 3 years,Loans and Advances_Over 3 years to 5 years,Loans and Advances_Over 5 years,Loans and Advances_Total of Loans and Advances
2007,2007-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,15.02,11.51,2.5,5.48,6.55,8.16,,,49.22,,,,,,,,,,0.87,,10.76,2.81,6.5,1.23,,,22.17,7.65,,13.15,,,,,,20.8,3.9,0.3,,,,2.69,,,6.89,5.28,1.56,2.34,,0.25,,1.02,,10.45
2007,2007-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,17.15,0.28,0.51,1.35,1.35,14.58,,,35.22,,,,,,,,,,9.35,0.15,0.16,0.5,0.34,17.25,,0.23,27.98,32.37,3.89,17.82,3.49,,0.91,,,58.48,15.19,0.05,,0.15,0.81,6.16,,,22.36,7.45,3.89,17.83,3.5,0.01,0.04,0.02,0.05,32.79
2007,2007-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,31.78,20.17,4.74,3.38,0.54,60.77,0.03,,121.41,269.75,40.0,60.0,40.0,,,,,409.75,19.95,17.89,42.92,27.47,42.18,10.62,,,161.03,81.66,43.99,1.91,6.29,0.26,,,,134.11,3.0,,,,0.05,,,,3.05,162.07,108.12,138.41,17.72,44.06,73.62,90.41,7.06,641.47
2007,2007-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,284.97,66.55,99.87,15.91,40.13,453.04,0.01,,960.48,113.0,212.0,176.94,40.0,80.86,,,,622.8,71.33,43.79,177.57,71.48,60.14,102.75,,,527.06,232.49,,139.66,6.02,21.89,70.62,17.3,,487.98,71.89,2.14,140.85,13.76,117.78,126.62,17.3,,490.34,147.61,256.28,390.67,321.13,143.92,279.25,41.84,7.87,1588.57
2007,2007-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,0.02,2.25,1.71,0.28,0.93,0.05,,,5.24,,,17.39,,,,,,17.39,2.7,,1.0,,4.31,5.28,,,13.29,0.86,,,,,,,,0.86,0.4,,17.61,0.04,,,,,18.05,,,0.66,,,,,,0.66
2007,2007-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,8.97,5.89,18.45,11.56,137.33,29.36,0.11,0.11,211.78,90.92,,,42.37,,,,,133.29,68.24,1.24,3.88,13.0,33.86,6.17,0.02,0.02,126.43,61.01,0.42,0.1,42.47,0.19,0.38,,,104.57,1.36,,0.7,48.71,16.44,8.0,,,75.21,16.66,0.11,15.26,39.55,13.29,43.95,4.98,0.48,134.28
2007,2007-03-31,SHINHAN BANK,FOREIGN BANKS,False,44.09,7.47,35.97,26.36,18.73,73.72,0.4,0.99,207.73,28.59,5.0,25.74,,,,,,59.33,7.5,,26.94,142.7,128.78,,,20.27,326.19,17.94,,,,,,,,17.94,29.18,6.04,25.74,,,2.36,,,63.32,16.41,2.09,3.69,38.44,30.03,21.67,23.91,0.03,136.27
2007,2007-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,577.46,16.36,37.05,125.31,360.64,10.96,,,1127.78,1005.05,50.0,,295.0,,,,,1350.05,,,140.87,122.11,93.22,979.41,96.1,25.02,1456.73,251.59,,1.51,43.7,,,,,296.8,9.4,,0.09,,348.57,1.58,,,359.64,24.94,41.51,76.14,63.58,26.22,30.97,105.97,15.56,384.89
2007,2007-03-31,SONALI BANK,FOREIGN BANKS,False,4.15,2.8,4.39,12.12,1.35,2.71,0.07,0.51,28.1,,,,,,,,,,,,,,0.25,1.18,1.16,2.79,5.38,5.0,4.0,5.0,,,6.01,,,20.01,2.54,1.69,2.54,,,10.15,,,16.92,1.74,,,,0.37,,0.48,0.74,3.33
2007,2007-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,8459.55,2455.46,5682.59,4038.59,2708.9,10655.72,156.7,16.52,34174.03,2469.13,148.14,1461.78,951.08,821.68,500.0,,,6351.81,96.13,685.61,1093.59,177.98,1357.71,5787.79,1806.62,896.86,11902.29,288.95,2314.66,8529.23,5164.5,9026.0,6426.23,2400.86,1205.81,35356.24,385.39,1435.46,8917.52,7312.14,10885.61,5033.72,2369.43,1766.3,38105.57,3846.42,2754.98,5758.79,914.8,983.77,7898.89,2387.75,5558.39,30103.79
2007,2007-03-31,THE ROYAL BANK OF SCOTLAND PLC,FOREIGN BANKS,False,2380.6,1243.79,1864.22,3086.17,2282.19,5126.04,14.3,1.0,15998.31,4122.49,184.24,844.96,2074.85,,,,,7226.54,,30.11,3168.18,284.09,136.17,1126.33,1179.8,497.18,6421.86,1382.2,309.99,2220.69,1561.97,17.86,258.27,,25.07,5776.05,1487.61,192.9,902.86,1356.02,191.8,782.78,531.99,515.35,5961.31,3190.57,306.1,1255.79,1004.7,1160.87,9724.83,577.98,1206.7,18427.54
2007,2007-03-31,FOREIGN BANKS,FOREIGN BANKS,True,36461.04,9244.66,21685.47,14407.07,14610.91,53649.57,534.48,32.73,150625.93,26697.19,962.75,8352.27,5430.4,3899.8,5709.94,36.9,3.7,51092.95,10953.64,9022.29,11531.46,1707.55,4942.52,21662.57,8192.4,5017.47,73029.9,17632.93,4334.47,14679.84,10955.45,9613.29,8334.74,2814.49,1282.45,69647.66,12745.01,2408.88,16747.51,13714.21,17811.09,11677.98,3694.72,2802.5,81601.9,21714.78,8861.36,18175.35,10522.38,6779.48,39564.07,7699.31,13316.85,126633.58
2007,2007-03-31,ALL SCHEDULED COMMERCIAL BANKS,ALL SCHEDULED COMMERCIAL BANKS,True,258786.94,89269.08,264153.36,240131.23,401122.87,829941.15,244557.74,362621.05,2690583.42,53947.93,5500.05,30889.15,27238.2,26306.08,46601.64,29294.57,19573.69,239351.31,34951.09,33014.98,72957.69,35756.38,48784.43,166842.76,126355.95,435707.09,954370.37,91615.09,15706.28,57264.39,43937.96,36230.19,33375.63,25327.03,22995.76,326452.33,58681.66,15202.92,66770.94,44966.46,58237.81,55782.48,24952.07,19013.75,343608.09,215507.97,53110.78,146676.02,133947.36,178602.84,676879.61,236941.01,331379.97,1973045.56
2006,2006-03-31,STATE BANK OF BIKANER AND JAIPUR,STATE BANK OF INDIA AND ITS ASSOCIATES,False,1418.78,844.6,1846.56,1236.95,3593.57,11458.05,948.98,346.12,21693.61,309.24,334.61,420.31,148.15,,,,,1212.31,941.18,139.28,55.49,64.76,25.1,1976.43,1832.24,2897.99,7932.47,398.04,67.06,273.85,217.19,0.4,3.17,8.34,120.46,1088.51,244.69,335.64,376.12,116.31,22.66,41.67,2.15,,1139.24,1124.93,560.47,670.68,344.66,441.18,8254.57,1453.16,3046.15,15895.8
2006,2006-03-31,STATE BANK OF HYDERABAD,STATE BANK OF INDIA AND ITS ASSOCIATES,False,2258.84,844.82,5569.32,3313.48,5119.42,6860.16,6791.55,2968.47,33726.06,31.38,,0.23,0.26,0.38,0.94,0.64,0.07,33.9,1517.42,164.44,176.87,537.61,134.69,1995.01,2345.88,7400.28,14272.2,104.06,79.58,595.55,34.07,13.79,39.9,,,866.95,159.72,159.03,426.77,31.57,58.71,64.44,,,900.24,2560.69,196.63,890.52,504.35,804.43,5993.61,3118.13,6365.5,20433.86
2006,2006-03-31,STATE BANK OF INDIA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,49404.38,4520.29,9855.03,11748.82,38549.13,108646.22,79466.47,77855.71,380046.05,9500.71,2902.69,2750.27,4883.05,1805.31,3860.97,4588.16,350.08,30641.24,1043.92,2244.92,8544.31,4806.39,2061.02,28351.24,29926.36,85556.08,162534.24,22097.59,4983.45,13597.43,7697.79,4933.79,9812.51,6867.94,2201.63,72192.13,19843.98,5688.11,10327.21,10645.15,10285.82,8414.29,4964.48,770.42,70939.46,42549.93,4746.4,13806.29,11608.41,10270.39,109432.89,22055.34,47331.29,261800.94
2006,2006-03-31,STATE BANK OF INDORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,276.0,157.0,1253.0,1832.0,2800.0,6212.0,132.0,3999.0,16661.0,65.0,,101.0,7.0,7.0,21.0,9.0,453.0,663.0,393.0,263.0,30.0,158.0,18.0,988.0,670.0,2592.0,5112.0,163.0,392.0,454.0,117.0,13.0,2.0,5.0,,1146.0,112.0,425.0,292.0,57.0,33.0,35.0,192.0,,1146.0,413.0,45.0,618.0,778.0,835.0,6155.0,1365.0,1667.0,11876.0
2006,2006-03-31,STATE BANK OF MYSORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,713.05,206.69,1452.98,752.36,1210.94,6040.05,3060.28,2932.4,16368.75,267.74,138.31,129.38,1.84,1.85,15.22,15.19,12.69,582.22,322.55,50.93,391.23,326.29,336.13,1615.68,824.51,1826.2,5693.52,79.42,62.92,257.26,27.22,9.19,0.31,3.68,,440.0,272.61,143.79,149.59,18.47,27.87,65.66,,,677.99,535.36,196.76,1014.5,567.14,1144.19,5598.85,1257.74,1439.62,11754.16
2006,2006-03-31,STATE BANK OF PATIALA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,2486.11,1258.25,3914.22,4486.0,4952.97,10421.61,3336.95,2571.34,33427.45,100.0,,100.01,28.06,228.07,101.87,72.36,0.03,630.4,2302.46,206.41,230.11,226.37,566.29,1456.56,2010.83,6398.61,13397.64,320.77,130.26,338.95,261.94,51.84,21.53,71.88,4.46,1201.63,69.93,232.12,410.64,130.25,74.46,77.63,,,995.03,929.83,781.33,1416.01,1469.82,3407.58,3463.28,2957.0,6762.28,21187.13
2006,2006-03-31,STATE BANK OF SAURASHTRA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,525.18,127.63,490.28,369.93,752.77,5028.44,1639.92,4517.84,13451.99,0.03,252.0,,,,,,,252.03,201.15,53.01,9.99,1.0,8.71,1523.68,1020.0,3734.99,6552.53,174.75,126.01,481.67,229.66,,16.43,,,1028.52,250.85,243.48,217.72,57.56,116.0,141.66,1.25,,1028.52,1555.49,56.77,264.19,171.83,164.23,3113.31,865.29,1604.95,7796.06
2006,2006-03-31,STATE BANK OF TRAVANCORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,1691.84,872.96,3060.78,2795.35,3376.28,7927.47,2978.45,3293.38,25996.51,70.0,,360.08,662.61,6.76,14.97,32.56,19.42,1166.4,613.79,5.0,98.3,98.91,137.46,1006.72,2764.55,5905.29,10630.02,754.6,11.22,144.03,443.51,349.1,198.65,56.36,136.02,2093.49,709.93,18.6,78.15,158.28,338.04,754.96,35.53,,2093.49,2662.0,156.16,1337.19,477.59,695.04,8406.57,1618.82,3513.03,18866.4
2006,2006-03-31,STATE BANK OF INDIA AND ITS ASSOCIATES,STATE BANK OF INDIA AND ITS ASSOCIATES,True,58774.18,8832.24,27442.17,26534.89,60355.08,162594.0,98354.6,98484.26,541371.42,10344.1,3627.61,3861.28,5730.97,2049.37,4014.97,4717.91,835.29,35181.5,7335.47,3126.99,9536.3,6219.33,3287.4,38913.32,41394.37,116311.44,226124.62,24092.23,5852.5,16142.74,9028.38,5371.11,10094.5,7013.2,2462.57,80057.23,21663.71,7245.77,12278.2,11214.59,10956.56,9595.31,5195.41,770.42,78919.97,52331.23,6739.52,20017.38,15921.8,17762.04,150418.08,34690.48,71729.82,369610.35
2006,2006-03-31,ALLAHABAD BANK,NATIONALISED BANKS,False,1088.01,769.71,3091.28,2841.06,6854.67,12418.75,7884.77,13551.44,48499.69,,13.38,31.23,,,0.37,0.79,1.0,46.77,178.67,107.63,331.43,250.74,105.61,1401.35,3751.42,11857.8,17984.65,184.89,346.03,116.91,,3.12,,,,650.95,150.84,,44.62,1.32,8.97,58.97,29.32,,294.04,1059.74,859.62,2952.27,2169.26,1841.63,8927.36,4319.58,7018.32,29147.78
2006,2006-03-31,ANDHRA BANK,NATIONALISED BANKS,False,1784.29,1337.15,3272.51,4757.25,5184.36,16328.51,842.87,415.47,33922.41,35.53,,44.71,65.01,66.6,490.92,48.31,7.41,758.49,484.33,324.26,533.01,204.18,253.68,790.46,1251.71,7602.52,11444.15,204.99,54.34,407.12,281.43,8.91,,,8.03,964.82,60.47,13.84,75.75,51.87,485.0,47.19,2.03,1.11,737.26,738.38,747.94,2098.77,2278.48,3362.41,8531.0,2430.99,1912.46,22100.43
2006,2006-03-31,BANK OF BARODA,NATIONALISED BANKS,False,9043.06,3671.11,9238.62,10419.71,12838.57,44663.44,3235.9,551.59,93662.0,3072.65,22.32,755.96,0.37,37.32,844.31,56.54,12.73,4802.2,568.08,419.64,1038.58,696.0,509.74,5254.77,5970.73,20656.68,35114.22,4071.68,1871.06,4418.87,3987.71,1567.83,2866.3,2818.72,1456.79,23058.96,2937.31,2099.66,4442.04,3143.31,3870.32,5270.66,866.47,2128.62,24758.39,6537.35,1072.31,7870.66,6697.37,4696.45,20077.7,6022.93,6937.01,59911.78
2006,2006-03-31,BANK OF INDIA,NATIONALISED BANKS,False,17017.17,8360.6,9812.61,9869.57,9274.15,29159.38,6299.78,4138.77,93932.03,777.38,573.68,1081.62,464.39,109.27,607.97,1428.11,851.49,5893.91,1063.85,383.85,597.47,2449.28,1557.74,3909.72,6088.97,15730.87,31781.75,1691.61,193.0,1290.47,1087.09,447.21,225.83,58.55,1187.19,6180.95,1436.26,510.69,507.19,1006.46,993.58,1522.55,148.68,32.03,6157.44,12461.48,2122.03,6071.05,5018.53,4996.28,18301.26,5029.78,11173.33,65173.74
2006,2006-03-31,BANK OF MAHARASHTRA,NATIONALISED BANKS,False,1712.87,503.19,2080.55,2615.72,4072.06,14409.74,1054.38,457.66,26906.17,307.99,,0.45,32.79,26.25,83.0,36.51,1.39,488.38,130.0,69.65,230.14,184.94,166.22,2006.56,2090.51,6476.24,11354.26,96.29,33.27,97.01,108.08,5.56,9.9,,,350.11,82.03,24.02,28.18,76.44,87.9,32.11,51.21,,381.89,947.61,622.32,1466.33,585.41,828.46,4356.3,2229.65,5433.64,16469.72
2006,2006-03-31,CANARA BANK,NATIONALISED BANKS,False,11642.4,7693.03,11391.09,9689.7,25380.84,18224.1,16174.31,16607.76,116803.23,,0.01,1.11,9.58,2.14,7.5,4.24,1.24,25.82,1136.57,226.21,2412.1,1721.33,424.45,3738.52,3565.19,23749.81,36974.18,1645.09,763.29,2249.41,1551.97,192.82,79.22,17.24,33.51,6532.55,1608.75,717.53,1233.53,1176.93,1561.01,1671.94,22.33,115.03,8107.05,8174.91,6321.16,8687.87,5648.84,10532.59,20616.61,9248.27,10195.45,79425.7
2006,2006-03-31,CENTRAL BANK OF INDIA,NATIONALISED BANKS,False,1499.43,1211.79,2455.47,3300.76,6163.64,20447.89,14245.67,16450.76,65775.41,222.03,0.34,1.33,14.55,0.28,50.67,15.32,6.29,310.81,881.76,148.52,695.15,182.97,1615.22,3592.3,4496.72,17026.45,28639.09,348.9,53.23,149.77,239.09,3.26,6.2,,,800.45,211.98,8.46,36.15,51.16,171.44,317.68,6.13,1.07,804.07,1303.12,586.97,1754.01,2916.09,2258.87,20312.58,3778.24,4081.9,36991.78
2006,2006-03-31,CORPORATION BANK,NATIONALISED BANKS,False,2260.82,605.4,2146.28,2751.17,4697.53,14407.26,638.16,5369.91,32876.53,140.8,,904.43,226.73,117.1,265.84,4.27,0.91,1660.08,213.93,71.06,129.59,444.75,170.27,913.35,1808.19,6900.86,10652.0,1667.85,95.34,562.87,505.58,116.9,38.23,17.1,,3003.87,1193.07,16.04,482.4,332.26,489.77,457.43,32.9,,3003.87,2717.34,1519.22,3131.89,1507.24,2139.84,7682.36,2779.64,2484.9,23962.43
2006,2006-03-31,DENA BANK,NATIONALISED BANKS,False,1781.78,631.35,2018.16,1641.33,3033.82,13496.98,540.44,479.22,23623.08,0.88,,,,0.02,0.07,0.01,0.01,0.99,18.0,11.5,141.53,51.83,223.43,813.16,1217.87,6093.35,8570.67,499.94,75.45,293.35,249.14,,,,,1117.88,70.26,5.9,28.77,49.84,109.19,136.7,0.99,,401.65,685.44,186.46,831.35,1003.84,995.3,6706.72,1865.42,1956.72,14231.25
2006,2006-03-31,IDBI LIMITED,NATIONALISED BANKS,False,1831.17,1136.24,3422.51,2081.12,7461.72,8495.07,798.95,194.49,25421.27,1164.82,1485.74,1781.08,1926.23,1349.59,15067.49,6331.64,16217.55,45324.14,47.98,1255.11,249.14,743.57,769.23,5089.89,3366.88,13828.73,25350.53,576.78,318.59,520.02,692.67,2340.76,1016.94,620.57,1199.69,7286.02,10.61,122.47,66.09,449.98,1426.46,3042.34,2124.39,35.66,7278.0,1749.58,635.05,2496.13,2240.85,3278.41,10803.32,6947.12,20306.71,48457.17
2006,2006-03-31,INDIAN BANK,NATIONALISED BANKS,False,3328.75,2173.32,3538.19,2893.89,5522.22,18985.01,2019.08,2345.09,40805.55,1.36,138.21,87.72,846.15,7.77,726.14,73.95,5.99,1887.29,55.83,60.45,864.64,172.33,193.21,2139.72,2995.61,12535.21,19017.0,866.57,301.92,128.61,130.08,15.68,194.37,115.73,31.2,1784.16,479.24,147.24,195.47,606.82,372.0,470.21,21.15,,2292.13,2522.72,1689.56,2487.03,762.38,1768.47,7714.51,2111.08,3428.89,22484.64
2006,2006-03-31,INDIAN OVERSEAS BANK,NATIONALISED BANKS,False,2199.36,698.31,1798.73,2160.5,1796.44,10009.18,12069.58,19797.22,50529.32,193.29,3.14,31.69,208.56,269.73,21.28,5.02,3.92,736.63,23.82,42.78,691.9,199.61,217.8,1959.23,4861.98,11117.6,19114.72,1126.26,491.71,796.71,833.13,548.33,181.66,89.85,372.0,4439.65,557.35,196.5,491.55,630.54,819.62,964.33,35.75,440.57,4136.21,5399.56,670.75,2585.66,2799.34,3613.31,11357.08,4991.31,4342.42,35759.43
2006,2006-03-31,ORIENTAL BANK OF COMMERCE,NATIONALISED BANKS,False,3097.28,2586.55,5740.01,7246.64,14507.57,8258.14,7685.52,1075.74,50197.45,28.72,142.77,289.49,30.97,87.32,249.38,28.91,18.86,876.42,107.45,16.0,627.16,325.82,328.71,1639.44,2381.48,11463.75,16889.81,699.94,363.16,956.54,559.09,205.23,,,,2783.96,585.14,399.49,1099.47,477.88,310.29,98.71,,,2970.98,3785.55,936.23,2155.81,2577.03,3953.29,7246.07,7944.22,6950.38,35548.58
2006,2006-03-31,PUNJAB AND SIND BANK,NATIONALISED BANKS,False,2376.26,262.66,993.08,1193.4,2502.62,4752.9,1174.11,3669.55,16924.58,,,3.0,2.0,3.0,10.0,1.0,,19.0,44.22,23.51,102.75,50.79,112.4,578.18,778.77,5264.97,6955.59,206.52,153.81,187.44,88.99,10.77,0.04,,,647.57,47.9,7.08,29.05,40.68,93.25,76.34,0.27,,294.57,1178.43,112.34,422.84,685.06,1489.76,1652.49,931.03,2635.52,9107.47
2006,2006-03-31,PUNJAB NATIONAL BANK,NATIONALISED BANKS,False,7838.25,3303.1,6944.74,6192.04,3711.63,6385.84,4212.59,81096.73,119684.92,5156.11,226.2,310.79,78.12,148.19,221.64,496.03,27.79,6664.87,5.51,119.19,229.26,60.8,187.74,5576.62,8103.5,27812.97,42095.59,268.83,399.69,639.96,755.95,110.84,237.21,155.53,4.56,2572.57,227.8,251.79,384.57,190.48,595.33,469.59,471.34,0.07,2590.97,6362.68,1618.68,5970.5,7460.14,15196.14,17151.98,10947.05,9920.2,74627.37
2006,2006-03-31,SYNDICATE BANK,NATIONALISED BANKS,False,4017.84,1699.57,3083.79,3378.68,11111.01,19677.05,2281.06,8375.39,53624.39,2.36,,0.55,329.11,1.1,4.2,5.74,,343.06,1390.71,436.81,1086.97,747.27,328.84,1420.5,1822.56,10035.45,17269.11,1382.04,1137.01,896.52,366.98,129.54,238.75,384.29,83.13,4618.26,1616.25,808.94,694.02,436.7,288.94,38.77,,,3883.62,5428.3,1285.6,1985.59,1945.36,2930.2,13680.71,4073.76,5136.71,36466.23
2006,2006-03-31,UCO BANK,NATIONALISED BANKS,False,3550.05,1899.45,8350.62,6611.75,8376.92,19949.09,2352.77,970.24,52060.89,585.94,,,,,480.17,,,1066.11,1264.11,540.1,2133.56,1674.78,2164.91,5370.65,3345.49,2439.09,18932.69,1102.06,524.98,1389.77,938.34,250.12,233.07,643.78,216.06,5298.18,616.62,406.05,959.23,700.18,707.15,407.04,154.93,779.24,4730.44,2643.14,1045.79,2339.66,2667.44,2008.89,13192.37,5370.48,5839.96,35107.73
2006,2006-03-31,UNION BANK OF INDIA,NATIONALISED BANKS,False,3624.0,1423.0,5752.0,9610.0,15820.0,34134.0,2835.0,896.0,74094.0,644.0,300.0,701.0,271.0,1200.0,786.0,61.0,11.0,3974.0,314.0,94.0,638.0,380.0,592.0,4222.0,4657.0,15021.0,25918.0,1194.0,313.0,757.0,1082.0,91.0,44.0,39.0,1.0,3521.0,445.0,23.0,96.0,402.0,1454.0,695.0,11.0,,3126.0,3398.0,821.0,4209.0,5452.0,6570.0,21330.0,6661.0,4939.0,53380.0
2006,2006-03-31,UNITED BANK OF INDIA,NATIONALISED BANKS,False,1750.68,359.14,1282.87,1428.72,4384.96,7543.5,1643.58,10856.32,29249.77,4.29,,,25.96,25.34,100.17,93.84,0.02,249.62,20.32,99.11,217.75,18.21,139.79,1857.49,2273.85,9502.99,14129.51,160.75,65.07,329.71,93.34,48.86,,,,697.73,204.95,31.03,290.79,99.08,67.15,11.92,0.1,,705.02,1895.07,290.14,1333.4,700.96,1148.22,7238.04,1204.72,1711.76,15522.31
2006,2006-03-31,VIJAYA BANK,NATIONALISED BANKS,False,1015.05,594.03,1927.92,2556.74,5225.14,4661.92,1561.08,478.72,18020.6,,,0.04,1.96,3.77,12.81,9.89,8.9,37.37,89.7,77.24,94.67,426.95,109.12,1015.9,1652.4,7713.72,11179.7,134.49,41.32,175.53,326.57,99.18,,,,777.09,92.21,107.3,139.08,185.3,188.51,64.69,,,777.09,411.28,250.48,326.5,1016.23,1006.27,2428.35,1943.17,2802.54,10184.82
2006,2006-03-31,NATIONALISED BANKS,NATIONALISED BANKS,True,82458.52,40918.7,88341.03,93239.75,157919.87,326407.75,89549.6,187778.07,1066613.29,12338.15,2905.79,6026.2,4533.48,3454.79,20029.93,8701.12,17176.5,75165.96,8038.84,4526.62,13044.8,10986.15,10170.11,53289.81,66480.83,242830.06,409367.22,18129.48,7595.27,16363.59,13877.23,6195.92,5371.72,4960.36,4593.16,77086.73,12634.04,5897.03,11323.95,10109.23,14099.88,15854.17,3978.99,3533.4,77430.69,69399.68,23393.65,61176.32,56131.85,74614.79,229306.81,90829.44,119207.82,724060.36
2006,2006-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,4964.76,1539.41,5376.98,3312.69,8407.45,15347.34,836.27,328.63,40113.53,330.0,100.0,144.62,762.74,201.26,1102.21,0.24,39.86,2680.93,4168.81,1178.05,3847.6,1313.07,2117.87,5480.61,1500.19,1921.15,21527.35,67.96,21.37,60.56,322.56,66.03,105.14,49.09,3.67,696.38,104.92,8.92,91.5,508.35,450.86,195.72,100.33,,1460.6,1035.85,83.62,852.63,1129.8,1696.36,8268.1,4230.72,5017.15,22314.23
2006,2006-03-31,BANK OF RAJASTHAN LTD,PRIVATE SECTOR BANKS,False,1170.77,533.52,686.12,231.81,358.46,1800.58,975.19,3134.83,8891.28,0.52,,8.72,2.34,2.07,14.04,0.42,142.0,170.11,127.1,24.91,65.99,28.97,89.37,230.78,264.95,1734.47,2566.54,5.1,0.07,2.68,2.61,6.41,7.0,0.62,,24.49,42.08,142.31,25.86,10.96,,,,,221.21,474.12,278.42,316.79,413.53,719.59,1279.04,281.33,261.97,4024.79
2006,2006-03-31,BHARAT OVERSEAS BANK LTD,PRIVATE SECTOR BANKS,False,298.61,80.13,668.7,448.47,385.28,1262.29,41.51,59.06,3244.05,34.67,,8.92,35.7,,,,,79.29,,,5.48,0.86,19.69,206.77,211.12,516.65,960.57,31.18,4.73,49.69,59.53,194.49,38.96,1.56,,380.14,10.56,5.71,54.19,56.2,177.27,75.89,0.32,,380.14,218.09,37.55,196.55,204.76,181.01,901.69,180.33,133.54,2053.52
2006,2006-03-31,CENTURION BANK OF PUNJAB LTD.,PRIVATE SECTOR BANKS,False,992.64,444.43,1083.33,932.79,1442.04,3096.23,1387.02,21.15,9399.63,0.72,,,27.86,18.94,4.05,,,51.57,252.84,113.15,276.06,256.22,377.81,815.11,465.88,365.76,2922.83,255.68,1.6,29.46,8.3,3.93,6.29,2.94,,308.2,40.98,2.87,14.5,45.67,105.39,60.76,2.01,,272.18,353.06,141.97,420.9,647.33,989.26,3045.82,281.67,653.42,6533.43
2006,2006-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,238.6,99.27,144.14,173.79,271.5,1950.38,621.96,18.08,3517.72,15.03,,45.44,9.44,1.05,4.18,0.03,0.01,75.18,,22.07,1.56,33.14,11.91,43.64,163.62,781.54,1057.48,202.86,3.98,60.27,37.04,12.72,,,,316.87,192.19,10.97,72.87,33.44,11.75,4.49,0.02,,325.73,184.56,90.64,63.69,129.02,74.65,1148.66,396.96,461.36,2549.54
2006,2006-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,140.92,77.89,263.49,307.37,483.5,1767.74,409.17,838.77,4288.85,,,,0.04,0.02,0.05,,0.2,0.31,15.0,,5.38,2.0,16.25,35.19,141.58,1216.19,1431.59,68.71,44.32,19.05,23.04,7.36,8.2,,,170.68,14.4,17.98,11.24,21.83,31.29,68.37,5.57,,170.68,171.72,54.74,192.72,192.2,387.92,1290.73,197.52,207.32,2694.87
2006,2006-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,357.36,130.64,544.51,494.92,377.94,1156.73,53.6,8.3,3124.0,37.73,17.85,65.49,8.73,,,,,129.8,159.59,78.93,128.65,50.37,86.23,203.29,134.07,450.72,1291.85,170.89,140.71,256.12,266.94,129.73,25.0,,4.35,993.74,142.43,140.89,209.27,76.76,108.88,25.0,,,703.23,191.48,94.55,282.78,130.9,249.65,608.32,138.84,170.8,1867.32
