LAF Auction Date,Report Date,Year,Repo (Fixed Rate)_Repo/Reverse Repo Period (Days),Repo (Fixed Rate)_Bids Received_Number,Repo (Fixed Rate)_Bids Received_Amount,Repo (Fixed Rate)_Bids Accepted_Number,Repo (Fixed Rate)_Bids Accepted_Amount,Repo (Fixed Rate)_Cut-off Rate (%),Reverse Repo (Fixed Rate)_Bids Received_Number,Reverse Repo (Fixed Rate)_Bids Received_Amount,Reverse Repo (Fixed Rate)_Bids Accepted_Number,Reverse Repo (Fixed Rate)_Bids Accepted_Amount,Reverse Repo (Fixed Rate)_Cut-off Rate (%),Repo (Variable Rate)_Period (Days),Repo (Variable Rate)_Bids Received_Number,Repo (Variable Rate)_Bids Received_Amount,Repo (Variable Rate)_Bids Accepted_Number,Repo (Variable Rate)_Bids Accepted_Amount,Repo (Variable Rate)_Cut-off Rate (%),Reverse Repo (Variable Rate)_Period (Days),Reverse Repo (Variable Rate)_Bids Received_Number,Reverse Repo (Variable Rate)_Bids Received_Amount,Reverse Repo (Variable Rate)_Bids Accepted_Number,Reverse Repo (Variable Rate)_Bids Accepted_Amount,Reverse Repo (Variable Rate)_Cut-off Rate (%)
"Apr 19, 2006",2006-04-19,2006,1.0,0.0,0.0,0.0,0.0,,29.0,22660.0,29.0,22660.0,5.5,,,,,,,,,,,,
"Apr 18, 2006",2006-04-18,2006,1.0,0.0,0.0,0.0,0.0,,19.0,9180.0,19.0,9180.0,5.5,,,,,,,,,,,,
"Apr 18, 2006",2006-04-18,2006,1.0,0.0,0.0,0.0,0.0,,46.0,46790.0,46.0,46790.0,5.5,,,,,,,,,,,,
"Apr 17, 2006",2006-04-17,2006,1.0,0.0,0.0,0.0,0.0,,22.0,15980.0,22.0,15980.0,5.5,,,,,,,,,,,,
"Apr 17, 2006",2006-04-17,2006,1.0,0.0,0.0,0.0,0.0,,28.0,19225.0,28.0,19225.0,5.5,,,,,,,,,,,,
"Apr 13, 2006",2006-04-13,2006,4.0,0.0,0.0,0.0,0.0,,31.0,26075.0,31.0,26075.0,5.5,,,,,,,,,,,,
"Apr 13, 2006",2006-04-13,2006,4.0,0.0,0.0,0.0,0.0,,50.0,30975.0,50.0,30975.0,5.5,,,,,,,,,,,,
"Apr 12, 2006",2006-04-12,2006,1.0,0.0,0.0,0.0,0.0,,39.0,30775.0,39.0,30775.0,5.5,,,,,,,,,,,,
"Apr 12, 2006",2006-04-12,2006,1.0,0.0,0.0,0.0,0.0,,24.0,18915.0,24.0,18915.0,5.5,,,,,,,,,,,,
"Apr 10, 2006",2006-04-10,2006,2.0,0.0,0.0,0.0,0.0,,25.0,17530.0,25.0,17530.0,5.5,,,,,,,,,,,,
"Apr 10, 2006",2006-04-10,2006,2.0,1.0,300.0,1.0,300.0,6.5,38.0,32630.0,38.0,32630.0,5.5,,,,,,,,,,,,
"Apr 07, 2006",2006-04-07,2006,3.0,0.0,0.0,0.0,0.0,,13.0,6020.0,13.0,6020.0,5.5,,,,,,,,,,,,
"Apr 07, 2006",2006-04-07,2006,3.0,0.0,0.0,0.0,0.0,,37.0,26695.0,37.0,26695.0,5.5,,,,,,,,,,,,
"Apr 05, 2006",2006-04-05,2006,2.0,0.0,0.0,0.0,0.0,,14.0,9710.0,14.0,9710.0,5.5,,,,,,,,,,,,
"Apr 05, 2006",2006-04-05,2006,2.0,0.0,0.0,0.0,0.0,,32.0,20280.0,32.0,20280.0,5.5,,,,,,,,,,,,
"Apr 04, 2006",2006-04-04,2006,1.0,1.0,65.0,1.0,65.0,6.5,8.0,4300.0,8.0,4300.0,5.5,,,,,,,,,,,,
"Apr 04, 2006",2006-04-04,2006,1.0,2.0,60.0,2.0,60.0,6.5,26.0,17740.0,26.0,17740.0,5.5,,,,,,,,,,,,
"Apr 03, 2006",2006-04-03,2006,1.0,1.0,35.0,1.0,35.0,6.5,19.0,9860.0,19.0,9860.0,5.5,,,,,,,,,,,,
"Apr 03, 2006",2006-04-03,2006,1.0,2.0,1030.0,2.0,1030.0,6.5,1.0,50.0,1.0,50.0,5.5,,,,,,,,,,,,
"Mar 31, 2006",2006-03-31,2006,3.0,4.0,2905.0,4.0,2905.0,6.5,34.0,14185.0,34.0,14185.0,5.5,,,,,,,,,,,,
"Mar 31, 2006",2006-03-31,2006,3.0,5.0,1140.0,5.0,1140.0,6.5,10.0,3275.0,10.0,3275.0,5.5,,,,,,,,,,,,
"Mar 31, 2006",2006-03-31,2006,3.0,12.0,8470.0,12.0,8470.0,6.5,5.0,2305.0,5.0,2305.0,5.5,,,,,,,,,,,,
"Mar 29, 2006",2006-03-29,2006,2.0,0.0,0.0,0.0,0.0,,1.0,55.0,1.0,55.0,5.5,,,,,,,,,,,,
"Mar 29, 2006",2006-03-29,2006,2.0,2.0,6000.0,2.0,6000.0,6.5,10.0,3600.0,10.0,3600.0,5.5,,,,,,,,,,,,
"Mar 28, 2006",2006-03-28,2006,1.0,0.0,0.0,0.0,0.0,,11.0,3395.0,11.0,3395.0,5.5,,,,,,,,,,,,
"Mar 28, 2006",2006-03-28,2006,1.0,0.0,0.0,0.0,0.0,,2.0,1350.0,2.0,1350.0,5.5,,,,,,,,,,,,
"Mar 27, 2006",2006-03-27,2006,1.0,1.0,500.0,1.0,500.0,6.5,5.0,1575.0,5.0,1575.0,5.5,,,,,,,,,,,,
"Mar 27, 2006",2006-03-27,2006,1.0,8.0,2920.0,8.0,2920.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Mar 24, 2006",2006-03-24,2006,3.0,7.0,1605.0,7.0,1605.0,6.5,4.0,1385.0,4.0,1385.0,5.5,,,,,,,,,,,,
"Mar 24, 2006",2006-03-24,2006,3.0,18.0,11645.0,18.0,11645.0,6.5,1.0,70.0,1.0,70.0,5.5,,,,,,,,,,,,
"Mar 23, 2006",2006-03-23,2006,1.0,15.0,4965.0,14.0,4765.0,6.5,3.0,1240.0,3.0,1240.0,5.5,,,,,,,,,,,,
"Mar 23, 2006",2006-03-23,2006,1.0,24.0,15315.0,24.0,15315.0,6.5,1.0,100.0,1.0,100.0,5.5,,,,,,,,,,,,
"Mar 22, 2006",2006-03-22,2006,1.0,24.0,20635.0,24.0,20635.0,6.5,1.0,100.0,1.0,100.0,5.5,,,,,,,,,,,,
"Mar 22, 2006",2006-03-22,2006,1.0,14.0,4220.0,14.0,4220.0,6.5,1.0,15.0,1.0,15.0,5.5,,,,,,,,,,,,
"Mar 21, 2006",2006-03-21,2006,1.0,23.0,22860.0,23.0,22860.0,6.5,1.0,100.0,1.0,100.0,5.5,,,,,,,,,,,,
"Mar 21, 2006",2006-03-21,2006,1.0,12.0,3215.0,12.0,3215.0,6.5,2.0,75.0,2.0,75.0,5.5,,,,,,,,,,,,
"Mar 20, 2006",2006-03-20,2006,1.0,23.0,15090.0,23.0,15090.0,6.5,1.0,120.0,1.0,120.0,5.5,,,,,,,,,,,,
"Mar 20, 2006",2006-03-20,2006,1.0,17.0,7935.0,17.0,7935.0,6.5,2.0,140.0,2.0,140.0,5.5,,,,,,,,,,,,
"Mar 17, 2006",2006-03-17,2006,3.0,1.0,65.0,1.0,65.0,6.5,1.0,170.0,1.0,170.0,5.5,,,,,,,,,,,,
"Mar 17, 2006",2006-03-17,2006,3.0,9.0,4915.0,9.0,4915.0,6.5,4.0,660.0,4.0,660.0,5.5,,,,,,,,,,,,
"Mar 16, 2006",2006-03-16,2006,1.0,0.0,0.0,0.0,0.0,,1.0,140.0,1.0,140.0,5.5,,,,,,,,,,,,
"Mar 16, 2006",2006-03-16,2006,1.0,0.0,0.0,0.0,0.0,,24.0,10170.0,24.0,10170.0,5.5,,,,,,,,,,,,
"Mar 14, 2006",2006-03-14,2006,2.0,1.0,250.0,1.0,250.0,6.5,3.0,170.0,3.0,170.0,5.5,,,,,,,,,,,,
"Mar 14, 2006",2006-03-14,2006,2.0,1.0,975.0,1.0,975.0,6.5,15.0,4615.0,15.0,4615.0,5.5,,,,,,,,,,,,
"Mar 13, 2006",2006-03-13,2006,1.0,8.0,2020.0,8.0,2020.0,6.5,1.0,60.0,1.0,60.0,5.5,,,,,,,,,,,,
"Mar 13, 2006",2006-03-13,2006,1.0,3.0,170.0,3.0,170.0,6.5,5.0,1525.0,5.0,1525.0,5.5,,,,,,,,,,,,
"Mar 10, 2006",2006-03-10,2006,3.0,4.0,1125.0,4.0,1125.0,6.5,3.0,935.0,3.0,935.0,5.5,,,,,,,,,,,,
"Mar 10, 2006",2006-03-10,2006,3.0,16.0,6790.0,16.0,6790.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Mar 09, 2006",2006-03-09,2006,1.0,5.0,760.0,5.0,760.0,6.5,2.0,50.0,2.0,50.0,5.5,,,,,,,,,,,,
"Mar 09, 2006",2006-03-09,2006,1.0,14.0,5690.0,14.0,5690.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Mar 08, 2006",2006-03-08,2006,1.0,5.0,1835.0,5.0,1835.0,6.5,2.0,125.0,2.0,125.0,5.5,,,,,,,,,,,,
"Mar 08, 2006",2006-03-08,2006,1.0,15.0,5270.0,15.0,5270.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Mar 07, 2006",2006-03-07,2006,1.0,2.0,750.0,2.0,750.0,6.5,3.0,150.0,3.0,150.0,5.5,,,,,,,,,,,,
"Mar 07, 2006",2006-03-07,2006,1.0,19.0,7460.0,19.0,7460.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Mar 06, 2006",2006-03-06,2006,1.0,9.0,3535.0,9.0,3535.0,6.5,3.0,135.0,3.0,135.0,5.5,,,,,,,,,,,,
"Mar 06, 2006",2006-03-06,2006,1.0,20.0,9110.0,20.0,9110.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Mar 03, 2006",2006-03-03,2006,3.0,5.0,1140.0,5.0,1140.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Mar 03, 2006",2006-03-03,2006,3.0,22.0,5865.0,22.0,5865.0,6.5,6.0,645.0,6.0,645.0,5.5,,,,,,,,,,,,
"Mar 02, 2006",2006-03-02,2006,1.0,6.0,995.0,6.0,995.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Mar 02, 2006",2006-03-02,2006,1.0,3.0,290.0,3.0,290.0,6.5,5.0,530.0,5.0,530.0,5.5,,,,,,,,,,,,
"Mar 01, 2006",2006-03-01,2006,1.0,6.0,3030.0,6.0,3030.0,6.5,4.0,880.0,4.0,880.0,5.5,,,,,,,,,,,,
"Mar 01, 2006",2006-03-01,2006,1.0,7.0,1325.0,7.0,1325.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Feb 28, 2006",2006-02-28,2006,1.0,4.0,840.0,4.0,840.0,6.5,4.0,880.0,4.0,880.0,5.5,,,,,,,,,,,,
"Feb 28, 2006",2006-02-28,2006,1.0,10.0,3675.0,10.0,3675.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Feb 27, 2006",2006-02-27,2006,1.0,17.0,6090.0,17.0,6090.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Feb 27, 2006",2006-02-27,2006,1.0,3.0,1255.0,3.0,1255.0,6.5,5.0,795.0,5.0,795.0,5.5,,,,,,,,,,,,
"Feb 24, 2006",2006-02-24,2006,3.0,21.0,5190.0,21.0,5190.0,6.5,2.0,60.0,2.0,60.0,5.5,,,,,,,,,,,,
"Feb 24, 2006",2006-02-24,2006,3.0,14.0,7585.0,14.0,7585.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Feb 23, 2006",2006-02-23,2006,1.0,11.0,3055.0,11.0,3055.0,6.5,3.0,255.0,3.0,255.0,5.5,,,,,,,,,,,,
"Feb 23, 2006",2006-02-23,2006,1.0,25.0,12185.0,25.0,12185.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Feb 22, 2006",2006-02-22,2006,1.0,28.0,14525.0,28.0,14525.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Feb 22, 2006",2006-02-22,2006,1.0,9.0,3455.0,9.0,3455.0,6.5,2.0,50.0,2.0,50.0,5.5,,,,,,,,,,,,
"Feb 21, 2006",2006-02-21,2006,1.0,6.0,1780.0,12.0,3345.0,6.5,2.0,30.0,2.0,30.0,5.5,,,,,,,,,,,,
"Feb 21, 2006",2006-02-21,2006,1.0,29.0,18320.0,29.0,18320.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Feb 20, 2006",2006-02-20,2006,1.0,29.0,18530.0,29.0,18530.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Feb 20, 2006",2006-02-20,2006,1.0,11.0,3010.0,11.0,3010.0,6.5,2.0,35.0,2.0,35.0,5.5,,,,,,,,,,,,
"Feb 17, 2006",2006-02-17,2006,3.0,10.0,2150.0,10.0,2150.0,6.5,7.0,525.0,7.0,525.0,5.5,,,,,,,,,,,,
"Feb 17, 2006",2006-02-17,2006,3.0,18.0,7295.0,18.0,7295.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Feb 16, 2006",2006-02-16,2006,1.0,10.0,2055.0,10.0,2055.0,6.5,3.0,165.0,3.0,165.0,5.5,,,,,,,,,,,,
"Feb 16, 2006",2006-02-16,2006,1.0,19.0,8275.0,19.0,8275.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Feb 15, 2006",2006-02-15,2006,1.0,34.0,17520.0,34.0,17520.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Feb 15, 2006",2006-02-15,2006,1.0,4.0,1575.0,4.0,1575.0,6.5,4.0,505.0,4.0,505.0,5.5,,,,,,,,,,,,
"Feb 14, 2006",2006-02-14,2006,1.0,36.0,18695.0,36.0,18695.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Feb 14, 2006",2006-02-14,2006,1.0,14.0,5450.0,14.0,5450.0,6.5,2.0,130.0,2.0,130.0,5.5,,,,,,,,,,,,
"Feb 13, 2006",2006-02-13,2006,1.0,37.0,16230.0,37.0,16230.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Feb 13, 2006",2006-02-13,2006,1.0,18.0,4865.0,18.0,4865.0,6.5,3.0,385.0,3.0,385.0,5.5,,,,,,,,,,,,
"Feb 10, 2006",2006-02-10,2006,3.0,31.0,14445.0,31.0,14445.0,6.5,0.0,0.0,0.0,0.0,5.5,,,,,,,,,,,,
"Feb 10, 2006",2006-02-10,2006,3.0,20.0,5050.0,20.0,5050.0,6.5,1.0,180.0,1.0,180.0,5.5,,,,,,,,,,,,
"Feb 08, 2006",2006-02-08,2006,2.0,33.0,13510.0,33.0,13510.0,6.5,0.0,0.0,0.0,0.0,5.5,,,,,,,,,,,,
"Feb 08, 2006",2006-02-08,2006,2.0,13.0,3940.0,13.0,3940.0,6.5,1.0,100.0,1.0,100.0,5.5,,,,,,,,,,,,
"Feb 07, 2006",2006-02-07,2006,1.0,12.0,2215.0,12.0,2215.0,6.5,1.0,70.0,1.0,70.0,5.5,,,,,,,,,,,,
"Feb 07, 2006",2006-02-07,2006,1.0,33.0,12610.0,33.0,12610.0,6.5,0.0,0.0,0.0,0.0,5.5,,,,,,,,,,,,
"Feb 06, 2006",2006-02-06,2006,1.0,33.0,14605.0,33.0,14605.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Feb 06, 2006",2006-02-06,2006,1.0,16.0,3315.0,16.0,3315.0,6.5,1.0,100.0,1.0,100.0,5.5,,,,,,,,,,,,
"Feb 05, 2006",2006-02-05,2006,3.0,0.0,0.0,0.0,0.0,,3.0,120.0,3.0,120.0,5.5,,,,,,,,,,,,
"Feb 05, 2006",2006-02-05,2006,3.0,2.0,420.0,2.0,420.0,6.5,18.0,3590.0,18.0,3590.0,5.5,,,,,,,,,,,,
"Feb 04, 2006",2006-02-04,2006,1.0,0.0,0.0,0.0,0.0,,11.0,2855.0,11.0,2855.0,5.5,,,,,,,,,,,,
"Feb 04, 2006",2006-02-04,2006,1.0,0.0,0.0,0.0,0.0,,1.0,500.0,1.0,500.0,5.5,,,,,,,,,,,,
"Feb 03, 2006",2006-02-03,2006,3.0,13.0,3060.0,13.0,3060.0,6.5,1.0,1000.0,1.0,1000.0,5.5,,,,,,,,,,,,
"Feb 03, 2006",2006-02-03,2006,3.0,7.0,2055.0,7.0,2055.0,6.5,6.0,1505.0,6.0,1505.0,5.5,,,,,,,,,,,,
"Feb 02, 2006",2006-02-02,2006,1.0,7.0,980.0,7.0,980.0,6.5,6.0,1950.0,6.0,1950.0,5.5,,,,,,,,,,,,
"Feb 02, 2006",2006-02-02,2006,1.0,31.0,12685.0,31.0,12685.0,6.5,1.0,500.0,1.0,500.0,5.5,,,,,,,,,,,,
"Feb 01, 2006",2006-02-01,2006,1.0,12.0,4500.0,12.0,4500.0,6.5,3.0,2115.0,3.0,2115.0,5.5,,,,,,,,,,,,
"Feb 01, 2006",2006-02-01,2006,1.0,29.0,9200.0,29.0,9200.0,6.5,1.0,25.0,1.0,25.0,5.5,,,,,,,,,,,,
"Jan 31, 2006",2006-01-31,2006,1.0,8.0,2710.0,8.0,2710.0,6.5,6.0,2925.0,6.0,2925.0,5.5,,,,,,,,,,,,
"Jan 31, 2006",2006-01-31,2006,1.0,24.0,8920.0,24.0,8920.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Jan 30, 2006",2006-01-30,2006,1.0,28.0,10955.0,28.0,10955.0,6.5,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Jan 30, 2006",2006-01-30,2006,1.0,8.0,2285.0,8.0,2285.0,6.5,4.0,3035.0,4.0,3035.0,5.5,,,,,,,,,,,,
"Jan 27, 2006",2006-01-27,2006,3.0,38.0,18060.0,38.0,18060.0,6.5,1.0,25.0,1.0,25.0,5.5,,,,,,,,,,,,
"Jan 27, 2006",2006-01-27,2006,3.0,8.0,2535.0,8.0,2535.0,6.5,1.0,15.0,1.0,15.0,5.5,,,,,,,,,,,,
"Jan 25, 2006",2006-01-25,2006,2.0,41.0,19310.0,41.0,19310.0,6.5,1.0,30.0,1.0,30.0,5.5,,,,,,,,,,,,
"Jan 25, 2006",2006-01-25,2006,2.0,17.0,4135.0,17.0,4135.0,6.5,2.0,350.0,2.0,350.0,5.5,,,,,,,,,,,,
"Jan 24, 2006",2006-01-24,2006,1.0,32.0,15170.0,32.0,15170.0,6.25,1.0,40.0,1.0,40.0,5.25,,,,,,,,,,,,
"Jan 24, 2006",2006-01-24,2006,1.0,13.0,4145.0,12.0,3345.0,6.5,2.0,310.0,2.0,310.0,5.5,,,,,,,,,,,,
"Jan 23, 2006",2006-01-23,2006,1.0,32.0,14400.0,32.0,14400.0,6.25,1.0,15.0,1.0,15.0,5.25,,,,,,,,,,,,
"Jan 23, 2006",2006-01-23,2006,1.0,13.0,4795.0,13.0,4795.0,6.25,3.0,330.0,3.0,330.0,5.25,,,,,,,,,,,,
"Jan 20, 2006",2006-01-20,2006,3.0,11.0,1805.0,11.0,1805.0,6.25,6.0,455.0,6.0,455.0,5.25,,,,,,,,,,,,
"Jan 20, 2006",2006-01-20,2006,3.0,26.0,12440.0,26.0,12440.0,6.25,2.0,20.0,2.0,20.0,5.25,,,,,,,,,,,,
"Jan 19, 2006",2006-01-19,2006,1.0,18.0,4440.0,18.0,4440.0,6.25,1.0,210.0,1.0,210.0,5.25,,,,,,,,,,,,
"Jan 19, 2006",2006-01-19,2006,1.0,22.0,9985.0,22.0,9985.0,6.25,1.0,10.0,1.0,10.0,5.25,,,,,,,,,,,,
"Jan 18, 2006",2006-01-18,2006,1.0,19.0,8395.0,19.0,8395.0,6.25,1.0,15.0,1.0,15.0,5.25,,,,,,,,,,,,
"Jan 18, 2006",2006-01-18,2006,1.0,17.0,4810.0,17.0,4810.0,6.25,2.0,255.0,2.0,255.0,5.25,,,,,,,,,,,,
"Jan 17, 2006",2006-01-17,2006,1.0,21.0,10235.0,21.0,10235.0,6.25,2.0,30.0,2.0,30.0,5.25,,,,,,,,,,,,
"Jan 17, 2006",2006-01-17,2006,1.0,18.0,5560.0,18.0,5560.0,6.25,3.0,345.0,3.0,345.0,5.25,,,,,,,,,,,,
"Jan 16, 2006",2006-01-16,2006,1.0,32.0,16625.0,32.0,16625.0,6.25,2.0,45.0,2.0,45.0,5.25,,,,,,,,,,,,
"Jan 16, 2006",2006-01-16,2006,1.0,17.0,6530.0,17.0,6530.0,6.25,4.0,810.0,4.0,810.0,5.25,,,,,,,,,,,,
"Jan 13, 2006",2006-01-13,2006,3.0,39.0,26135.0,39.0,26135.0,6.25,1.0,25.0,1.0,25.0,5.25,,,,,,,,,,,,
"Jan 13, 2006",2006-01-13,2006,3.0,18.0,7155.0,18.0,7155.0,6.25,4.0,690.0,4.0,690.0,5.25,,,,,,,,,,,,
"Jan 12, 2006",2006-01-12,2006,1.0,17.0,7585.0,17.0,7585.0,6.25,3.0,825.0,3.0,825.0,5.25,,,,,,,,,,,,
"Jan 12, 2006",2006-01-12,2006,1.0,37.0,20630.0,37.0,20630.0,6.25,1.0,20.0,1.0,20.0,5.25,,,,,,,,,,,,
"Jan 10, 2006",2006-01-10,2006,2.0,19.0,8120.0,19.0,8120.0,6.25,3.0,600.0,3.0,600.0,5.25,,,,,,,,,,,,
"Jan 10, 2006",2006-01-10,2006,2.0,34.0,16400.0,34.0,16400.0,6.25,1.0,25.0,1.0,25.0,5.25,,,,,,,,,,,,
"Jan 09, 2006",2006-01-09,2006,1.0,15.0,4605.0,15.0,4605.0,6.25,3.0,515.0,3.0,515.0,5.25,,,,,,,,,,,,
"Jan 09, 2006",2006-01-09,2006,1.0,18.0,8820.0,18.0,8820.0,6.25,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Jan 06, 2006",2006-01-06,2006,3.0,2.0,420.0,2.0,420.0,6.25,18.0,3590.0,18.0,3590.0,5.25,,,,,,,,,,,,
"Jan 06, 2006",2006-01-06,2006,3.0,0.0,0.0,0.0,0.0,,3.0,120.0,3.0,120.0,5.25,,,,,,,,,,,,
"Jan 05, 2006",2006-01-05,2006,1.0,0.0,0.0,0.0,0.0,,11.0,2855.0,11.0,2855.0,5.25,,,,,,,,,,,,
"Jan 05, 2006",2006-01-05,2006,1.0,0.0,0.0,0.0,0.0,,1.0,500.0,1.0,500.0,5.25,,,,,,,,,,,,
"Jan 04, 2006",2006-01-04,2006,1.0,0.0,0.0,0.0,0.0,,8.0,2415.0,8.0,2415.0,5.25,,,,,,,,,,,,
"Jan 04, 2006",2006-01-04,2006,1.0,0.0,0.0,0.0,0.0,,4.0,750.0,4.0,750.0,5.25,,,,,,,,,,,,
"Jan 03, 2006",2006-01-03,2006,1.0,0.0,0.0,0.0,0.0,,1.0,500.0,1.0,500.0,5.25,,,,,,,,,,,,
"Jan 03, 2006",2006-01-03,2006,1.0,1.0,50.0,1.0,50.0,6.25,6.0,1440.0,6.0,1440.0,5.25,,,,,,,,,,,,
"Jan 02, 2006",2006-01-02,2006,1.0,22.0,15650.0,22.0,15650.0,6.25,1.0,500.0,1.0,500.0,5.25,,,,,,,,,,,,
"Jan 02, 2006",2006-01-02,2006,1.0,2.0,120.0,2.0,120.0,6.25,4.0,3470.0,4.0,3470.0,5.25,,,,,,,,,,,,
"Dec 30, 2005",2005-12-30,2005,3.0,38.0,23085.0,38.0,23085.0,6.25,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Dec 30, 2005",2005-12-30,2005,3.0,11.0,6710.0,11.0,6710.0,6.25,3.0,2040.0,3.0,2040.0,5.25,,,,,,,,,,,,
"Dec 29, 2005",2005-12-29,2005,1.0,16.0,5745.0,16.0,5745.0,6.25,3.0,3220.0,3.0,3220.0,5.25,,,,,,,,,,,,
"Dec 29, 2005",2005-12-29,2005,1.0,36.0,24365.0,36.0,24365.0,6.25,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Dec 28, 2005",2005-12-28,2005,1.0,11.0,4520.0,11.0,4520.0,6.25,2.0,1115.0,2.0,1115.0,5.25,,,,,,,,,,,,
"Dec 28, 2005",2005-12-28,2005,1.0,36.0,22165.0,36.0,22165.0,6.25,3.0,900.0,3.0,900.0,5.25,,,,,,,,,,,,
"Dec 27, 2005",2005-12-27,2005,1.0,8.0,3580.0,8.0,3580.0,6.25,2.0,480.0,2.0,480.0,5.25,,,,,,,,,,,,
"Dec 27, 2005",2005-12-27,2005,1.0,36.0,17835.0,36.0,17835.0,6.25,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
"Dec 26, 2005",2005-12-26,2005,1.0,22.0,10925.0,22.0,10925.0,6.25,1.0,125.0,1.0,125.0,5.25,,,,,,,,,,,,
"Dec 26, 2005",2005-12-26,2005,1.0,19.0,6755.0,19.0,6755.0,6.25,1.0,10.0,1.0,10.0,5.25,,,,,,,,,,,,
"Dec 23, 2005",2005-12-23,2005,3.0,5.0,1330.0,5.0,1330.0,6.25,2.0,150.0,2.0,150.0,5.25,,,,,,,,,,,,
"Dec 23, 2005",2005-12-23,2005,3.0,1.0,170.0,1.0,170.0,6.25,16.0,7220.0,16.0,7220.0,5.25,,,,,,,,,,,,
"Dec 22, 2005",2005-12-22,2005,1.0,1.0,300.0,1.0,300.0,6.25,10.0,3850.0,10.0,3850.0,5.25,,,,,,,,,,,,
"Dec 22, 2005",2005-12-22,2005,1.0,22.0,9160.0,22.0,9160.0,6.25,2.0,100.0,2.0,100.0,5.25,,,,,,,,,,,,
"Dec 21, 2005",2005-12-21,2005,1.0,7.0,1460.0,7.0,1460.0,6.25,3.0,805.0,3.0,805.0,5.25,,,,,,,,,,,,
"Dec 21, 2005",2005-12-21,2005,1.0,6.0,1580.0,6.0,1580.0,6.25,2.0,1120.0,2.0,1120.0,5.25,,,,,,,,,,,,
"Dec 20, 2005",2005-12-20,2005,1.0,4.0,745.0,4.0,745.0,6.25,2.0,355.0,2.0,355.0,5.25,,,,,,,,,,,,
"Dec 20, 2005",2005-12-20,2005,1.0,8.0,2140.0,8.0,2140.0,6.25,3.0,480.0,3.0,480.0,5.25,,,,,,,,,,,,
"Dec 19, 2005",2005-12-19,2005,1.0,3.0,220.0,3.0,220.0,6.25,1.0,300.0,1.0,300.0,5.25,,,,,,,,,,,,
"Dec 19, 2005",2005-12-19,2005,1.0,9.0,5240.0,9.0,5240.0,6.25,2.0,225.0,2.0,225.0,5.25,,,,,,,,,,,,
"Dec 16, 2005",2005-12-16,2005,3.0,0.0,0.0,0.0,0.0,,5.0,3390.0,5.0,3390.0,5.25,,,,,,,,,,,,
"Dec 16, 2005",2005-12-16,2005,3.0,3.0,1085.0,3.0,1085.0,6.25,1.0,20.0,1.0,20.0,5.25,,,,,,,,,,,,
"Dec 15, 2005",2005-12-15,2005,1.0,0.0,0.0,0.0,0.0,,3.0,545.0,3.0,545.0,5.25,,,,,,,,,,,,
"Dec 15, 2005",2005-12-15,2005,1.0,0.0,0.0,0.0,0.0,,3.0,5205.0,3.0,5205.0,5.25,,,,,,,,,,,,
"Dec 14, 2005",2005-12-14,2005,1.0,0.0,0.0,0.0,0.0,,4.0,550.0,4.0,550.0,5.25,,,,,,,,,,,,
"Dec 14, 2005",2005-12-14,2005,1.0,0.0,0.0,0.0,0.0,,3.0,485.0,3.0,485.0,5.25,,,,,,,,,,,,
"Dec 13, 2005",2005-12-13,2005,1.0,0.0,0.0,0.0,0.0,,2.0,380.0,2.0,380.0,5.25,,,,,,,,,,,,
"Dec 13, 2005",2005-12-13,2005,1.0,0.0,0.0,0.0,0.0,,5.0,560.0,5.0,560.0,5.25,,,,,,,,,,,,
