Year,Report Date,Bank Name,Bank Type,Basel-I_Tier-I,Basel-I_Tier-II,Basel-I_Total,Basel-II_Tier-I,Basel-II_Tier-II,Basel-II_Total,Basel-III_Tier-I,Basel-III_Tier-II,Basel-III_Total
2018,2018-03-31,EMIRATES NBD BANK (P.J.S.C.),FOREIGN BANKS,,,,,,,125.42,0.47,125.89
2018,2018-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,,,,,,,350.0,0.07,350.07
2018,2018-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,,,,,,,28.43,0.49,28.92
2018,2018-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,,,,,,,17.82,0.66,18.48
2018,2018-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,,,,,,,38.61,0.33,38.94
2018,2018-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,,,,,,,98.46,0.7,99.16
2018,2018-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,,,,,,,16.86,0.33,17.19
2018,2018-03-31,JSC VTB BANK,FOREIGN BANKS,,,,,,,246.57,0.68,247.25
2018,2018-03-31,KEB HANA BANK,FOREIGN BANKS,,,,,,,91.69,0.42,92.11
2018,2018-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,,,,,,,39.8,1.12,40.92
2018,2018-03-31,MASHREQ BANK PSC,FOREIGN BANKS,,,,,,,36.39,0.88,37.27
2018,2018-03-31,MIZUHO BANK LTD,FOREIGN BANKS,,,,,,,28.39,0.41,28.8
2018,2018-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,,,,,,,23.53,0.29,23.82
2018,2018-03-31,NATIONAL AUSTRALIA BANK,FOREIGN BANKS,,,,,,,169.53,0.17,169.7
2018,2018-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,,,,,,,126.35,0.29,126.64
2018,2018-03-31,QATAR NATIONAL BANK (Q.P.S.C),FOREIGN BANKS,,,,,,,207.71,0.24,207.95
2018,2018-03-31,SBERBANK,FOREIGN BANKS,,,,,,,91.73,0.74,92.47
2018,2018-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,,,,,,,24.0,0.72,24.72
2018,2018-03-31,SHINHAN BANK,FOREIGN BANKS,,,,,,,27.34,0.57,27.91
2018,2018-03-31,SOCIETE GENERALE,FOREIGN BANKS,,,,,,,12.83,5.66,18.49
2018,2018-03-31,SONALI BANK,FOREIGN BANKS,,,,,,,20.15,0.26,20.41
2018,2018-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,,,,,,,15.22,0.6,15.82
2018,2018-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,,,,,,,37.24,0.33,37.57
2018,2018-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,,,,,,,295.19,0.49,295.68
2018,2018-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,,,,,,,182.76,0.26,183.02
2018,2018-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,,,,,,,55.61,0.63,56.24
2018,2018-03-31,WOORI BANK,FOREIGN BANKS,,,,,,,40.77,0.62,41.39
2018,2018-03-31,AU SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,18.42,0.89,19.31,,,
2018,2018-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,13.47,6.19,19.66,,,
2018,2018-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,27.09,2.54,29.63,,,
2018,2018-03-31,SURYODAY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,34.79,3.15,37.94,,,
2018,2018-03-31,UJJIVAN SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,22.32,0.72,23.04,,,
2018,2018-03-31,UTKARSH SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,12.95,4.45,17.4,,,
2017,2017-03-31,STATE BANK OF BIKANER AND JAIPUR,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,7.53,1.84,9.37,7.13,1.87,9.0
2017,2017-03-31,STATE BANK OF HYDERABAD,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,8.99,3.53,12.52,9.22,2.5,11.72
2017,2017-03-31,STATE BANK OF INDIA,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,10.27,3.29,13.56,10.35,2.76,13.11
2017,2017-03-31,STATE BANK OF MYSORE,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,7.07,5.58,12.65,8.09,4.32,12.41
2017,2017-03-31,STATE BANK OF PATIALA,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,,,,7.78,3.4,11.18
2017,2017-03-31,STATE BANK OF TRAVANCORE,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,,,,9.94,2.25,12.19
2017,2017-03-31,ALLAHABAD BANK,NATIONALISED BANKS,,,,7.12,3.78,10.9,8.49,2.96,11.45
2017,2017-03-31,ANDHRA BANK,NATIONALISED BANKS,,,,8.99,3.7,12.69,9.17,3.21,12.38
2017,2017-03-31,BANK OF BARODA,NATIONALISED BANKS,,,,,,,9.93,2.31,12.24
2017,2017-03-31,BANK OF INDIA,NATIONALISED BANKS,,,,,,,8.9,3.24,12.14
2017,2017-03-31,BANK OF MAHARASHTRA,NATIONALISED BANKS,,,,,,,9.01,2.17,11.18
2017,2017-03-31,BHARATIYA MAHILA BANK LTD.,NATIONALISED BANKS,,,,,,,138.89,0.36,139.25
2017,2017-03-31,CANARA BANK,NATIONALISED BANKS,,,,,,,9.77,3.09,12.86
2017,2017-03-31,CENTRAL BANK OF INDIA,NATIONALISED BANKS,,,,,,,8.62,2.32,10.94
2017,2017-03-31,CORPORATION BANK,NATIONALISED BANKS,,,,8.46,3.44,11.9,8.9,2.42,11.32
2017,2017-03-31,DENA BANK,NATIONALISED BANKS,,,,7.97,4.1,12.07,9.05,2.34,11.39
2017,2017-03-31,IDBI BANK LIMITED,NATIONALISED BANKS,,,,,,,7.81,2.89,10.7
2017,2017-03-31,INDIAN BANK,NATIONALISED BANKS,,,,,,,12.2,1.44,13.64
2017,2017-03-31,INDIAN OVERSEAS BANK,NATIONALISED BANKS,,,,,,,8.21,2.28,10.49
2017,2017-03-31,ORIENTAL BANK OF COMMERCE,NATIONALISED BANKS,,,,,,,8.88,2.76,11.64
2017,2017-03-31,PUNJAB AND SIND BANK,NATIONALISED BANKS,,,,8.4,3.17,11.57,9.14,1.91,11.05
2017,2017-03-31,PUNJAB NATIONAL BANK,NATIONALISED BANKS,,,,,,,8.91,2.75,11.66
2017,2017-03-31,SYNDICATE BANK,NATIONALISED BANKS,,,,12.52,,12.52,9.26,2.77,12.03
2017,2017-03-31,UCO BANK,NATIONALISED BANKS,,,,,,,8.27,2.66,10.93
2017,2017-03-31,UNION BANK OF INDIA,NATIONALISED BANKS,,,,9.35,3.56,12.91,9.02,2.77,11.79
2017,2017-03-31,UNITED BANK OF INDIA,NATIONALISED BANKS,,,,8.28,3.4,11.68,8.94,2.2,11.14
2017,2017-03-31,VIJAYA BANK,NATIONALISED BANKS,,,,9.56,3.39,12.95,9.96,2.77,12.73
2017,2017-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,11.87,3.08,14.95
2017,2017-03-31,BANDHAN BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,24.77,1.59,26.36
2017,2017-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,15.35,0.48,15.83
2017,2017-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,,,,11.56,0.62,12.18,11.54,0.61,12.15
2017,2017-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,11.87,1.89,13.76
2017,2017-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,9.01,1.25,10.26
2017,2017-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,,,,,,,11.81,0.58,12.39
2017,2017-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,12.79,1.76,14.55
2017,2017-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,14.36,3.03,17.39
2017,2017-03-31,IDFC BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,18.54,0.36,18.9
2017,2017-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,,,,,,,14.72,0.59,15.31
2017,2017-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,,,,,,,8.7,2.1,10.8
2017,2017-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,,,,,,,12.21,1.09,13.3
2017,2017-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,,,,,,,11.85,0.69,12.54
2017,2017-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,15.9,0.87,16.77
2017,2017-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,,,,,,,8.75,1.63,10.38
2017,2017-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,,,,12.54,0.48,13.02,12.47,0.31,12.78
2017,2017-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,,,,,,,11.39,2.33,13.72
2017,2017-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,,,,,,,10.88,1.49,12.37
2017,2017-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,,,,13.3,0.75,14.05,13.27,0.75,14.02
2017,2017-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,13.3,3.7,17.0
2017,2017-03-31,AB BANK LIMITED,FOREIGN BANKS,,,,,,,32.68,0.27,32.95
2017,2017-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,,,,,,,24.64,0.88,25.52
2017,2017-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,,,,,,,13.02,7.71,20.73
2017,2017-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,,,,,,,19.12,0.33,19.45
2017,2017-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,,,,,,,18.76,0.48,19.24
2017,2017-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,,,,,,,24.13,0.52,24.65
2017,2017-03-31,BANK OF CEYLON,FOREIGN BANKS,,,,,,,31.97,1.25,33.22
2017,2017-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,,,,,,,22.59,0.79,23.38
2017,2017-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,,,,,,,17.29,0.51,17.8
2017,2017-03-31,BNP PARIBAS,FOREIGN BANKS,,,,,,,11.83,1.94,13.77
2017,2017-03-31,CITIBANK N.A,FOREIGN BANKS,,,,,,,16.71,0.92,17.63
2017,2017-03-31,COMMONWEALTH BANK OF AUSTRALIA,FOREIGN BANKS,,,,,,,144.63,,144.63
2017,2017-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,,,,,,,34.83,0.47,35.3
2017,2017-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,,,,,,,13.0,3.83,16.83
2017,2017-03-31,CREDIT SUISSE AG,FOREIGN BANKS,,,,,,,34.2,0.37,34.57
2017,2017-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,,,,,,,42.43,0.63,43.06
2017,2017-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,,,,,,,11.62,4.87,16.49
2017,2017-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,,,,,,,14.73,0.65,15.38
2017,2017-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,,,,,,,38.29,0.23,38.52
2017,2017-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,,,,,,,408.76,,408.76
2017,2017-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,,,,,,,21.17,0.34,21.51
2017,2017-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,,,,,,,18.04,0.72,18.76
2017,2017-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,,,,,,,39.82,0.54,40.36
2017,2017-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,,,,,,,139.82,0.7,140.52
2017,2017-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,,,,,,,15.97,0.5,16.47
2017,2017-03-31,JSC VTB BANK,FOREIGN BANKS,,,,,,,142.44,0.84,143.28
2017,2017-03-31,KEB HANA BANK,FOREIGN BANKS,,,,,,,162.84,0.59,163.43
2017,2017-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,,,,,,,42.74,1.24,43.98
2017,2017-03-31,MASHREQ BANK PSC,FOREIGN BANKS,,,,,,,42.47,0.79,43.26
2017,2017-03-31,MIZUHO BANK LTD,FOREIGN BANKS,,,,,,,29.97,0.4,30.37
2017,2017-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,,,,,,,22.64,0.38,23.02
2017,2017-03-31,NATIONAL AUSTRALIA BANK,FOREIGN BANKS,,,,,,,227.84,0.31,228.15
2017,2017-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,,,,,,,94.72,0.38,95.1
2017,2017-03-31,SBERBANK,FOREIGN BANKS,,,,,,,95.13,0.61,95.74
2017,2017-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,,,,,,,33.14,0.7,33.84
2017,2017-03-31,SHINHAN BANK,FOREIGN BANKS,,,,,,,38.83,0.65,39.48
2017,2017-03-31,SOCIETE GENERALE,FOREIGN BANKS,,,,,,,21.01,7.62,28.63
2017,2017-03-31,SONALI BANK,FOREIGN BANKS,,,,,,,15.57,0.22,15.79
2017,2017-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,,,,,,,13.43,0.62,14.05
2017,2017-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,,,,,,,41.43,0.37,41.8
2017,2017-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,,,,,,,132.56,0.0,132.56
2017,2017-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,,,,,,,121.98,0.94,122.92
2017,2017-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,,,,,,,53.23,0.53,53.76
2017,2017-03-31,WOORI BANK,FOREIGN BANKS,,,,,,,86.03,0.48,86.51
2017,2017-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,14.47,8.48,22.95,,,
2017,2017-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,,,,32.3,3.21,35.51,,,
2016,2016-03-31,STATE BANK OF BIKANER AND JAIPUR,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,9.14,2.19,11.33,8.34,2.1,10.44
2016,2016-03-31,STATE BANK OF HYDERABAD,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,9.51,2.99,12.5,9.27,2.35,11.62
2016,2016-03-31,STATE BANK OF INDIA,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,10.41,3.53,13.94,9.92,3.2,13.12
2016,2016-03-31,STATE BANK OF MYSORE,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,8.81,4.52,13.33,9.28,3.15,12.43
2016,2016-03-31,STATE BANK OF PATIALA,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,,,,7.7,3.18,10.88
2016,2016-03-31,STATE BANK OF TRAVANCORE,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,,,,9.19,2.41,11.6
2016,2016-03-31,ALLAHABAD BANK,NATIONALISED BANKS,,,,7.3,3.43,10.73,8.41,2.61,11.02
2016,2016-03-31,ANDHRA BANK,NATIONALISED BANKS,,,,8.96,2.9,11.86,8.81,2.77,11.58
2016,2016-03-31,BANK OF BARODA,NATIONALISED BANKS,,,,11.21,3.0,14.21,10.79,2.39,13.18
2016,2016-03-31,BANK OF INDIA,NATIONALISED BANKS,,,,7.57,4.48,12.05,9.03,2.98,12.01
2016,2016-03-31,BANK OF MAHARASHTRA,NATIONALISED BANKS,,,,,,,9.02,2.18,11.2
2016,2016-03-31,BHARATIYA MAHILA BANK LTD.,NATIONALISED BANKS,,,,,,,130.41,0.29,130.7
2016,2016-03-31,CANARA BANK,NATIONALISED BANKS,,,,,,,8.8,2.28,11.08
2016,2016-03-31,CENTRAL BANK OF INDIA,NATIONALISED BANKS,,,,,,,8.2,2.2,10.4
2016,2016-03-31,CORPORATION BANK,NATIONALISED BANKS,,,,7.33,3.55,10.88,7.93,2.63,10.56
2016,2016-03-31,DENA BANK,NATIONALISED BANKS,,,,7.56,3.71,11.27,8.59,2.41,11.0
2016,2016-03-31,IDBI BANK LIMITED,NATIONALISED BANKS,,,,,,,8.89,2.78,11.67
2016,2016-03-31,INDIAN BANK,NATIONALISED BANKS,,,,12.29,1.38,13.67,12.08,1.12,13.2
2016,2016-03-31,INDIAN OVERSEAS BANK,NATIONALISED BANKS,,,,,,,7.75,1.92,9.67
2016,2016-03-31,ORIENTAL BANK OF COMMERCE,NATIONALISED BANKS,,,,,,,9.1,2.66,11.76
2016,2016-03-31,PUNJAB AND SIND BANK,NATIONALISED BANKS,,,,8.77,2.98,11.75,9.29,1.62,10.91
2016,2016-03-31,PUNJAB NATIONAL BANK,NATIONALISED BANKS,,,,,,,8.41,2.87,11.28
2016,2016-03-31,SYNDICATE BANK,NATIONALISED BANKS,,,,11.68,,11.68,7.75,3.41,11.16
2016,2016-03-31,UCO BANK,NATIONALISED BANKS,,,,,,,7.63,2.0,9.63
2016,2016-03-31,UNION BANK OF INDIA,NATIONALISED BANKS,,,,8.23,2.91,11.14,8.14,2.42,10.56
2016,2016-03-31,UNITED BANK OF INDIA,NATIONALISED BANKS,,,,7.23,3.23,10.46,7.93,2.15,10.08
2016,2016-03-31,VIJAYA BANK,NATIONALISED BANKS,,,,9.47,3.43,12.9,9.45,3.13,12.58
2016,2016-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,12.51,2.78,15.29
2016,2016-03-31,BANDHAN BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,26.72,2.29,29.01
2016,2016-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,,,,15.28,0.52,15.8,15.09,0.49,15.58
2016,2016-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,,,,9.76,0.83,10.59,9.76,0.79,10.55
2016,2016-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,,,,12.74,1.29,14.03,12.79,1.32,14.11
2016,2016-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,6.12,1.39,7.51
2016,2016-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,,,,,,,13.36,0.57,13.93
2016,2016-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,13.22,2.31,15.53
2016,2016-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,13.09,3.55,16.64
2016,2016-03-31,IDFC BANK LIMITED,PRIVATE SECTOR BANKS,,,,,,,21.5,0.54,22.04
2016,2016-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,,,,,,,14.92,0.58,15.5
2016,2016-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,,,,,,,10.6,1.21,11.81
2016,2016-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,,,,,,,10.56,1.47,12.03
2016,2016-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,,,,11.22,1.04,12.26,11.26,0.91,12.17
2016,2016-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,15.28,1.06,16.34
2016,2016-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,,,,,,,8.69,1.98,10.67
2016,2016-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,,,,15.24,0.51,15.75,15.25,0.44,15.69
2016,2016-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,,,,,,,11.1,1.84,12.94
2016,2016-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,,,,,,,9.83,1.99,11.82
2016,2016-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,,,,12.18,0.6,12.78,12.16,0.59,12.75
2016,2016-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,,,,,,,10.7,5.8,16.5
2016,2016-03-31,AB BANK LIMITED,FOREIGN BANKS,,,,,,,27.79,0.73,28.52
2016,2016-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,,,,,,,24.07,0.82,24.89
2016,2016-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,,,,,,,11.98,9.33,21.31
2016,2016-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,,,,,,,17.97,0.29,18.26
2016,2016-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,,,,,,,14.58,0.39,14.97
2016,2016-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,,,,,,,27.27,0.41,27.68
2016,2016-03-31,BANK OF CEYLON,FOREIGN BANKS,,,,,,,37.09,1.25,38.34
2016,2016-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,,,,,,,21.88,0.58,22.46
2016,2016-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,,,,,,,18.24,0.58,18.82
2016,2016-03-31,BNP PARIBAS,FOREIGN BANKS,,,,,,,9.88,1.88,11.76
2016,2016-03-31,CITIBANK N.A,FOREIGN BANKS,,,,,,,14.85,0.91,15.76
2016,2016-03-31,COMMONWEALTH BANK OF AUSTRALIA,FOREIGN BANKS,,,,,,,34.86,0.36,35.22
2016,2016-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,,,,,,,46.7,0.35,47.05
2016,2016-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,,,,,,,11.41,1.44,12.85
2016,2016-03-31,CREDIT SUISSE AG,FOREIGN BANKS,,,,,,,25.62,0.55,26.17
2016,2016-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,,,,,,,41.69,0.4,42.09
2016,2016-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,,,,,,,13.01,5.63,18.64
2016,2016-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,,,,,,,13.03,0.7,13.73
2016,2016-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,,,,,,,48.19,0.07,48.26
2016,2016-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,,,,,,,208.06,,208.06
2016,2016-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,,,,,,,25.36,0.43,25.79
2016,2016-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,,,,,,,15.31,0.68,15.99
2016,2016-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,,,,,,,39.59,0.61,40.2
2016,2016-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,,,,,,,177.09,0.21,177.3
2016,2016-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,,,,,,,16.94,0.53,17.47
2016,2016-03-31,JSC VTB BANK,FOREIGN BANKS,,,,,,,101.59,0.9,102.49
2016,2016-03-31,KBC BANK N.V.,FOREIGN BANKS,,,,,,,95.58,23.84,119.42
2016,2016-03-31,KEB HANA BANK,FOREIGN BANKS,,,,,,,100.07,0.78,100.85
2016,2016-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,,,,,,,40.39,1.22,41.61
2016,2016-03-31,MASHREQ BANK PSC,FOREIGN BANKS,,,,,,,44.65,0.73,45.38
2016,2016-03-31,MIZUHO BANK LTD,FOREIGN BANKS,,,,,,,25.37,0.43,25.8
2016,2016-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,,,,,,,19.14,1.57,20.71
2016,2016-03-31,NATIONAL AUSTRALIA BANK,FOREIGN BANKS,,,,,,,225.02,0.15,225.17
2016,2016-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,,,,,,,86.31,0.32,86.63
2016,2016-03-31,SBERBANK,FOREIGN BANKS,,,,,,,54.6,0.5,55.1
2016,2016-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,,,,,,,40.95,0.93,41.88
2016,2016-03-31,SHINHAN BANK,FOREIGN BANKS,,,,,,,38.8,0.67,39.47
2016,2016-03-31,SOCIETE GENERALE,FOREIGN BANKS,,,,,,,18.87,7.93,26.8
2016,2016-03-31,SONALI BANK,FOREIGN BANKS,,,,,,,14.33,0.24,14.57
2016,2016-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,,,,,,,12.36,0.62,12.98
2016,2016-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,,,,,,,54.86,0.45,55.31
2016,2016-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,,,,,,,21.95,4.14,26.09
2016,2016-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,,,,,,,149.58,0.95,150.53
2016,2016-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,,,,,,,43.26,0.46,43.72
2016,2016-03-31,WOORI BANK,FOREIGN BANKS,,,,,,,77.87,0.35,78.22
2015,2015-03-31,STATE BANK OF BIKANER AND JAIPUR,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,9.08,2.61,11.69,9.01,2.56,11.57
2015,2015-03-31,STATE BANK OF HYDERABAD,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,9.37,2.63,12.0,9.18,2.08,11.26
2015,2015-03-31,STATE BANK OF INDIA,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,10.1,2.69,12.79,9.6,2.4,12.0
2015,2015-03-31,STATE BANK OF MYSORE,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,8.61,3.41,12.02,8.36,3.06,11.42
2015,2015-03-31,STATE BANK OF PATIALA,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,,,,8.66,3.4,12.06
2015,2015-03-31,STATE BANK OF TRAVANCORE,STATE BANK OF INDIA AND ITS ASSOCIATES,,,,,,,8.9,1.99,10.89
2015,2015-03-31,ALLAHABAD BANK,NATIONALISED BANKS,,,,7.78,2.74,10.52,7.71,2.74,10.45
2015,2015-03-31,ANDHRA BANK,NATIONALISED BANKS,,,,8.08,2.8,10.88,7.99,2.64,10.63
2015,2015-03-31,BANK OF BARODA,NATIONALISED BANKS,,,,10.14,3.2,13.34,9.87,2.74,12.61
2015,2015-03-31,BANK OF INDIA,NATIONALISED BANKS,,,,8.23,3.19,11.42,8.17,2.56,10.73
2015,2015-03-31,BANK OF MAHARASHTRA,NATIONALISED BANKS,,,,,,,8.76,3.18,11.94
2015,2015-03-31,BHARATIYA MAHILA BANK LTD.,NATIONALISED BANKS,,,,,,,192.84,0.25,193.09
2015,2015-03-31,CANARA BANK,NATIONALISED BANKS,,,,8.3,2.68,10.98,8.02,2.54,10.56
2015,2015-03-31,CENTRAL BANK OF INDIA,NATIONALISED BANKS,,,,8.46,3.43,11.89,8.05,2.85,10.9
