Year,Report Date,Bank Name,Bank Type,Is_Aggregate,Capital Market Sector,Real Estate Sector,Commodities,Total
2018,2018-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,,,,
2018,2018-03-31,QATAR NATIONAL BANK (Q.P.S.C),FOREIGN BANKS,False,,,,
2018,2018-03-31,SBERBANK,FOREIGN BANKS,False,,,,
2018,2018-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,0.7,169.35,,170.05
2018,2018-03-31,SHINHAN BANK,FOREIGN BANKS,False,,339.53,,339.53
2018,2018-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,10.0,,,10.0
2018,2018-03-31,SONALI BANK,FOREIGN BANKS,False,,,,
2018,2018-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,1866.03,38566.75,,40432.78
2018,2018-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,40.0,1175.37,,1215.37
2018,2018-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,,,,
2018,2018-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,,250.0,,250.0
2018,2018-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,False,,,,
2018,2018-03-31,WOORI BANK,FOREIGN BANKS,False,,,,
2018,2018-03-31,FOREIGN BANKS,FOREIGN BANKS,True,7771.09,104656.03,,112427.12
2018,2018-03-31,AU SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,44.98,1159.34,,1204.32
2018,2018-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,246.56,,246.56
2018,2018-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,0.46,1284.99,,1285.45
2018,2018-03-31,SURYODAY SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,45.59,,45.59
2018,2018-03-31,UJJIVAN SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,0.1,419.08,,419.18
2018,2018-03-31,UTKARSH SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,67.62,,67.62
2018,2018-03-31,SMALL FINANCE BANKS,SMALL FINANCE BANKS,True,45.54,3223.18,,3268.72
2018,2018-03-31,ALL SCHEDULED COMMERCIAL BANKS,ALL SCHEDULED COMMERCIAL BANKS,True,140078.98,1881096.85,,2021175.82
2017,2017-03-31,STATE BANK OF BIKANER AND JAIPUR,STATE BANK OF INDIA AND ITS ASSOCIATES,False,225.96,10118.3,,10344.26
2017,2017-03-31,STATE BANK OF HYDERABAD,STATE BANK OF INDIA AND ITS ASSOCIATES,False,157.15,21381.45,,21538.6
2017,2017-03-31,STATE BANK OF INDIA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,22803.57,359221.42,,382024.99
2017,2017-03-31,STATE BANK OF MYSORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,46.58,9996.2,,10042.78
2017,2017-03-31,STATE BANK OF PATIALA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,55.98,10085.51,,10141.49
2017,2017-03-31,STATE BANK OF TRAVANCORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,130.14,13103.69,,13233.83
2017,2017-03-31,STATE BANK OF INDIA AND ITS ASSOCIATES,STATE BANK OF INDIA AND ITS ASSOCIATES,True,23419.38,423906.57,,447325.95
2017,2017-03-31,ALLAHABAD BANK,NATIONALISED BANKS,False,405.15,14044.06,,14449.21
2017,2017-03-31,ANDHRA BANK,NATIONALISED BANKS,False,531.57,20366.9,,20898.47
2017,2017-03-31,BANK OF BARODA,NATIONALISED BANKS,False,2951.34,48098.07,,51049.41
2017,2017-03-31,BANK OF INDIA,NATIONALISED BANKS,False,4263.93,37789.69,,42053.62
2017,2017-03-31,BANK OF MAHARASHTRA,NATIONALISED BANKS,False,282.66,22177.88,,22460.54
2017,2017-03-31,BHARATIYA MAHILA BANK LTD.,NATIONALISED BANKS,False,31.24,144.27,,175.51
2017,2017-03-31,CANARA BANK,NATIONALISED BANKS,False,2115.24,43631.73,,45746.97
2017,2017-03-31,CENTRAL BANK OF INDIA,NATIONALISED BANKS,False,1390.52,25023.64,,26414.16
2017,2017-03-31,CORPORATION BANK,NATIONALISED BANKS,False,1347.64,22341.05,,23688.69
2017,2017-03-31,DENA BANK,NATIONALISED BANKS,False,147.81,10787.14,,10934.95
2017,2017-03-31,IDBI BANK LIMITED,NATIONALISED BANKS,False,2701.88,48005.06,,50706.94
2017,2017-03-31,INDIAN BANK,NATIONALISED BANKS,False,1025.55,20178.67,,21204.22
2017,2017-03-31,INDIAN OVERSEAS BANK,NATIONALISED BANKS,False,2307.72,21138.69,,23446.41
2017,2017-03-31,ORIENTAL BANK OF COMMERCE,NATIONALISED BANKS,False,892.57,31573.92,,32466.49
2017,2017-03-31,PUNJAB AND SIND BANK,NATIONALISED BANKS,False,105.98,13833.38,,13939.36
2017,2017-03-31,PUNJAB NATIONAL BANK,NATIONALISED BANKS,False,9664.23,73035.46,,82699.69
2017,2017-03-31,SYNDICATE BANK,NATIONALISED BANKS,False,787.2,29117.36,,29904.56
2017,2017-03-31,UCO BANK,NATIONALISED BANKS,False,841.37,17449.28,,18290.65
2017,2017-03-31,UNION BANK OF INDIA,NATIONALISED BANKS,False,2678.9,52983.26,,55662.16
2017,2017-03-31,UNITED BANK OF INDIA,NATIONALISED BANKS,False,171.1,11567.42,,11738.52
2017,2017-03-31,VIJAYA BANK,NATIONALISED BANKS,False,228.8,16505.84,,16734.64
2017,2017-03-31,NATIONALISED BANKS,NATIONALISED BANKS,True,34872.4,579792.77,,614665.17
2017,2017-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,12272.69,126989.85,,139262.54
2017,2017-03-31,BANDHAN BANK LIMITED,PRIVATE SECTOR BANKS,False,0.2,64.82,,65.02
2017,2017-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,148.44,3026.04,,3174.48
2017,2017-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,0.13,864.21,,864.34
2017,2017-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,351.02,3594.21,,3945.23
2017,2017-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,20.56,1118.77,,1139.33
2017,2017-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,446.49,18246.81,,18693.3
2017,2017-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,13607.72,83122.25,,96729.97
2017,2017-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,14867.47,190005.79,,204873.26
2017,2017-03-31,IDFC BANK LIMITED,PRIVATE SECTOR BANKS,False,2921.15,9269.64,,12190.79
2017,2017-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,6076.17,21911.29,,27987.46
2017,2017-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,138.69,6175.81,,6314.5
2017,2017-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,133.86,7173.74,,7307.6
2017,2017-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,317.33,5290.9,,5608.23
2017,2017-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,4420.12,23874.79,,28294.91
2017,2017-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,False,269.03,2169.93,,2438.96
2017,2017-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,,501.56,,501.56
2017,2017-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,469.66,3035.04,,3504.7
2017,2017-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,376.79,4682.2,,5058.99
2017,2017-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,145.63,2049.53,,2195.16
2017,2017-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,2227.96,23188.98,,25416.94
2017,2017-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,59211.11,536356.16,,595567.27
2017,2017-03-31,AB BANK LIMITED,FOREIGN BANKS,False,,,,
2017,2017-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,,68.45,,68.45
2017,2017-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,,,,
2017,2017-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,False,,,,
2017,2017-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,35.11,141.32,,176.43
2017,2017-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,0.18,40.22,,40.4
2017,2017-03-31,BANK OF CEYLON,FOREIGN BANKS,False,,55.3,,55.3
2017,2017-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,,270.0,,270.0
2017,2017-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,267.74,2010.46,,2278.2
2017,2017-03-31,BNP PARIBAS,FOREIGN BANKS,False,226.88,299.84,,526.72
2017,2017-03-31,CITIBANK N.A,FOREIGN BANKS,False,2439.66,14759.43,,17199.09
2017,2017-03-31,COMMONWEALTH BANK OF AUSTRALIA,FOREIGN BANKS,False,,,,
2017,2017-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,False,18.59,,,18.59
2017,2017-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,11.25,,,11.25
2017,2017-03-31,CREDIT SUISSE AG,FOREIGN BANKS,False,,413.23,,413.23
2017,2017-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,,65.17,,65.17
2017,2017-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,19.87,2497.27,,2517.14
2017,2017-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,1270.76,13497.2,,14767.96
2017,2017-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,False,,31.07,,31.07
2017,2017-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,False,,,,
2017,2017-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,,80.0,,80.0
2017,2017-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,1430.13,21131.36,,22561.49
2017,2017-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,,100.0,,100.0
2017,2017-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,False,,,,
2017,2017-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,63.48,506.29,,569.78
2017,2017-03-31,JSC VTB BANK,FOREIGN BANKS,False,,10.41,,10.41
2017,2017-03-31,KEB HANA BANK,FOREIGN BANKS,False,,,,
2017,2017-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,
2017,2017-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,,,,
2017,2017-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,230.0,15.05,,245.05
2017,2017-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,,,,
2017,2017-03-31,NATIONAL AUSTRALIA BANK,FOREIGN BANKS,False,,,,
2017,2017-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,,,,
2017,2017-03-31,SBERBANK,FOREIGN BANKS,False,,,,
2017,2017-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,0.7,118.6,,119.3
2017,2017-03-31,SHINHAN BANK,FOREIGN BANKS,False,,67.28,,67.28
2017,2017-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,10.0,,,10.0
2017,2017-03-31,SONALI BANK,FOREIGN BANKS,False,,,,
2017,2017-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,2436.4,44462.43,,46898.83
2017,2017-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,7.62,923.26,,930.88
2017,2017-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,0.03,4.63,,4.66
2017,2017-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,,250.0,,250.0
2017,2017-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,False,,,,
2017,2017-03-31,WOORI BANK,FOREIGN BANKS,False,,,,
2017,2017-03-31,FOREIGN BANKS,FOREIGN BANKS,True,8468.41,101818.26,,110286.67
2017,2017-03-31,CAPITAL SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,,177.8,,177.8
2017,2017-03-31,EQUITAS SMALL FINANCE BANK LIMITED,SMALL FINANCE BANKS,False,0.95,496.6,,497.55
2017,2017-03-31,SMALL FINANCE BANKS,SMALL FINANCE BANKS,True,0.95,674.4,,675.35
2017,2017-03-31,ALL SCHEDULED COMMERCIAL BANKS,ALL SCHEDULED COMMERCIAL BANKS,True,125972.25,1642548.16,,1768520.41
2016,2016-03-31,STATE BANK OF BIKANER AND JAIPUR,STATE BANK OF INDIA AND ITS ASSOCIATES,False,242.21,10290.5,,10532.71
2016,2016-03-31,STATE BANK OF HYDERABAD,STATE BANK OF INDIA AND ITS ASSOCIATES,False,391.39,25194.26,,25585.65
2016,2016-03-31,STATE BANK OF INDIA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,15859.98,263664.54,,279524.52
2016,2016-03-31,STATE BANK OF MYSORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,144.32,10084.91,,10229.23
2016,2016-03-31,STATE BANK OF PATIALA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,116.23,10724.04,,10840.27
2016,2016-03-31,STATE BANK OF TRAVANCORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,236.81,13850.41,,14087.22
2016,2016-03-31,STATE BANK OF INDIA AND ITS ASSOCIATES,STATE BANK OF INDIA AND ITS ASSOCIATES,True,16990.94,333808.66,,350799.6
2016,2016-03-31,ALLAHABAD BANK,NATIONALISED BANKS,False,765.74,15764.83,,16530.57
2016,2016-03-31,ANDHRA BANK,NATIONALISED BANKS,False,506.26,18136.93,,18643.19
2016,2016-03-31,BANK OF BARODA,NATIONALISED BANKS,False,2082.0,51949.13,,54031.13
2016,2016-03-31,BANK OF INDIA,NATIONALISED BANKS,False,3698.34,31377.86,,35076.2
2016,2016-03-31,BANK OF MAHARASHTRA,NATIONALISED BANKS,False,299.37,23186.17,,23485.54
2016,2016-03-31,BHARATIYA MAHILA BANK LTD.,NATIONALISED BANKS,False,36.7,85.33,,122.03
2016,2016-03-31,CANARA BANK,NATIONALISED BANKS,False,2667.69,38148.89,,40816.58
2016,2016-03-31,CENTRAL BANK OF INDIA,NATIONALISED BANKS,False,1992.72,30288.13,,32280.85
2016,2016-03-31,CORPORATION BANK,NATIONALISED BANKS,False,1167.18,23730.19,,24897.37
2016,2016-03-31,DENA BANK,NATIONALISED BANKS,False,170.23,10257.2,,10427.43
2016,2016-03-31,IDBI BANK LIMITED,NATIONALISED BANKS,False,3157.76,42961.97,,46119.73
2016,2016-03-31,INDIAN BANK,NATIONALISED BANKS,False,658.36,18725.38,,19383.74
2016,2016-03-31,INDIAN OVERSEAS BANK,NATIONALISED BANKS,False,2990.33,27316.0,,30306.33
2016,2016-03-31,ORIENTAL BANK OF COMMERCE,NATIONALISED BANKS,False,967.14,25921.75,,26888.89
2016,2016-03-31,PUNJAB AND SIND BANK,NATIONALISED BANKS,False,113.33,12874.91,,12988.24
2016,2016-03-31,PUNJAB NATIONAL BANK,NATIONALISED BANKS,False,8809.1,69995.82,,78804.92
2016,2016-03-31,SYNDICATE BANK,NATIONALISED BANKS,False,1212.99,30661.9,,31874.89
2016,2016-03-31,UCO BANK,NATIONALISED BANKS,False,708.66,16499.01,,17207.67
2016,2016-03-31,UNION BANK OF INDIA,NATIONALISED BANKS,False,2231.44,42341.77,,44573.21
2016,2016-03-31,UNITED BANK OF INDIA,NATIONALISED BANKS,False,191.85,11227.8,,11419.65
2016,2016-03-31,VIJAYA BANK,NATIONALISED BANKS,False,220.8,16934.42,,17155.22
2016,2016-03-31,NATIONALISED BANKS,NATIONALISED BANKS,True,34647.99,558385.39,,593033.38
2016,2016-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,11575.11,112415.63,,123990.74
2016,2016-03-31,BANDHAN BANK LIMITED,PRIVATE SECTOR BANKS,False,0.2,5.11,,5.31
2016,2016-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,105.04,2716.21,,2821.25
2016,2016-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,0.22,979.87,,980.09
2016,2016-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,307.09,2555.35,,2862.44
2016,2016-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,26.38,919.75,,946.13
2016,2016-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,220.9,12741.98,,12962.88
2016,2016-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,12885.1,63919.52,,76804.62
2016,2016-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,17105.45,165990.3,,183095.75
2016,2016-03-31,IDFC BANK LIMITED,PRIVATE SECTOR BANKS,False,3966.45,5377.19,,9343.64
2016,2016-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,4433.19,18556.1,,22989.29
2016,2016-03-31,JAMMU & KASHMIR BANK LTD,PRIVATE SECTOR BANKS,False,172.74,7731.77,,7904.51
2016,2016-03-31,KARNATAKA BANK LTD,PRIVATE SECTOR BANKS,False,131.04,6360.74,,6491.78
2016,2016-03-31,KARUR VYSYA BANK LTD,PRIVATE SECTOR BANKS,False,388.7,4964.84,,5353.54
2016,2016-03-31,KOTAK MAHINDRA BANK LTD.,PRIVATE SECTOR BANKS,False,3334.25,21679.16,,25013.41
2016,2016-03-31,LAKSHMI VILAS BANK LTD,PRIVATE SECTOR BANKS,False,85.85,1935.66,,2021.51
2016,2016-03-31,NAINITAL BANK LTD,PRIVATE SECTOR BANKS,False,,553.17,,553.17
2016,2016-03-31,RBL BANK LTD,PRIVATE SECTOR BANKS,False,448.57,2248.02,,2696.59
2016,2016-03-31,SOUTH INDIAN BANK LTD,PRIVATE SECTOR BANKS,False,284.94,3352.23,,3637.17
2016,2016-03-31,TAMILNAD MERCANTILE BANK LTD,PRIVATE SECTOR BANKS,False,140.81,1911.13,,2051.94
2016,2016-03-31,YES BANK LTD.,PRIVATE SECTOR BANKS,False,1665.55,16354.53,,18020.08
2016,2016-03-31,PRIVATE SECTOR BANKS,PRIVATE SECTOR BANKS,True,57277.58,453268.26,,510545.84
2016,2016-03-31,AB BANK LIMITED,FOREIGN BANKS,False,,,,
2016,2016-03-31,ABU DHABI COMMERCIAL BANK PJSC,FOREIGN BANKS,False,1.81,73.84,,75.65
2016,2016-03-31,AMERICAN EXPRESS BANKING CORP.,FOREIGN BANKS,False,,,,
2016,2016-03-31,AUSTRALIA AND NEW ZEALAND BANKING GROUP LIMITED,FOREIGN BANKS,False,,,,
2016,2016-03-31,"BANK OF AMERICA , NATIONAL ASSOCIATION",FOREIGN BANKS,False,33.06,732.52,,765.58
2016,2016-03-31,BANK OF BAHRAIN & KUWAIT B.S.C.,FOREIGN BANKS,False,1.82,8.3,,10.12
2016,2016-03-31,BANK OF CEYLON,FOREIGN BANKS,False,,44.75,,44.75
2016,2016-03-31,BANK OF NOVA SCOTIA,FOREIGN BANKS,False,,620.0,,620.0
2016,2016-03-31,BARCLAYS BANK PLC,FOREIGN BANKS,False,184.99,1654.91,,1839.89
2016,2016-03-31,BNP PARIBAS,FOREIGN BANKS,False,153.5,459.42,,612.92
2016,2016-03-31,CITIBANK N.A,FOREIGN BANKS,False,1294.42,18372.47,,19666.89
2016,2016-03-31,COMMONWEALTH BANK OF AUSTRALIA,FOREIGN BANKS,False,,4.46,,4.46
2016,2016-03-31,COOPERATIEVE RABOBANK U.A.,FOREIGN BANKS,False,20.0,,,20.0
2016,2016-03-31,CREDIT AGRICOLE CORPORATE AND INVESTMENT BANK,FOREIGN BANKS,False,,,,
2016,2016-03-31,CREDIT SUISSE AG,FOREIGN BANKS,False,,378.66,,378.66
2016,2016-03-31,"CTBC BANK CO., LTD.",FOREIGN BANKS,False,,20.0,,20.0
2016,2016-03-31,DBS BANK INDIA LIMITED,FOREIGN BANKS,False,,1748.29,,1748.29
2016,2016-03-31,DEUTSCHE BANK AG,FOREIGN BANKS,False,801.43,11961.54,,12762.97
2016,2016-03-31,DOHA BANK Q.P.S.C.,FOREIGN BANKS,False,,,,
2016,2016-03-31,FIRST ABU DHABI BANK PJSC,FOREIGN BANKS,False,,,,
2016,2016-03-31,FIRSTRAND BANK LTD,FOREIGN BANKS,False,,80.0,,80.0
2016,2016-03-31,HONGKONG AND SHANGHAI BANKING CORPN.LTD.,FOREIGN BANKS,False,3404.58,19288.7,,22693.27
2016,2016-03-31,INDUSTRIAL AND COMMERCIAL BANK OF CHINA,FOREIGN BANKS,False,,38.89,,38.89
2016,2016-03-31,INDUSTRIAL BANK OF KOREA,FOREIGN BANKS,False,,,,
2016,2016-03-31,JPMORGAN CHASE BANK NATIONAL ASSOCIATION,FOREIGN BANKS,False,35.85,612.34,,648.19
2016,2016-03-31,JSC VTB BANK,FOREIGN BANKS,False,,28.43,,28.43
2016,2016-03-31,KBC BANK NV,FOREIGN BANKS,False,,,,
2016,2016-03-31,KEB HANA BANK,FOREIGN BANKS,False,,,,
2016,2016-03-31,KRUNG THAI BANK PUBLIC COMPANY LIMITED,FOREIGN BANKS,False,,,,
2016,2016-03-31,MASHREQ BANK PSC,FOREIGN BANKS,False,,,,
2016,2016-03-31,MIZUHO BANK LTD,FOREIGN BANKS,False,,12.29,,12.29
2016,2016-03-31,"MUFG BANK, LTD.",FOREIGN BANKS,False,40.4,,,40.4
2016,2016-03-31,NATIONAL AUSTRALIA BANK,FOREIGN BANKS,False,,,,
2016,2016-03-31,PT BANK MAYBANK INDONESIA TBK,FOREIGN BANKS,False,,,,
2016,2016-03-31,SBERBANK,FOREIGN BANKS,False,,,,
2016,2016-03-31,SBM BANK (INDIA) LIMITED,FOREIGN BANKS,False,,6.0,,6.0
2016,2016-03-31,SHINHAN BANK,FOREIGN BANKS,False,,34.5,,34.5
2016,2016-03-31,SOCIETE GENERALE,FOREIGN BANKS,False,10.0,,,10.0
2016,2016-03-31,SONALI BANK,FOREIGN BANKS,False,,,,
2016,2016-03-31,STANDARD CHARTERED BANK,FOREIGN BANKS,False,1854.24,36218.24,,38072.47
2016,2016-03-31,SUMITOMO MITSUI BANKING CORPORATION,FOREIGN BANKS,False,,298.02,,298.02
2016,2016-03-31,THE ROYAL BANK OF SCOTLAND N.V.,FOREIGN BANKS,False,0.05,22.8,,22.85
2016,2016-03-31,UNITED OVERSEAS BANK LTD,FOREIGN BANKS,False,,135.0,,135.0
2016,2016-03-31,WESTPAC BANKING CORPORATION,FOREIGN BANKS,False,,,,
2016,2016-03-31,WOORI BANK,FOREIGN BANKS,False,,,,
2016,2016-03-31,FOREIGN BANKS,FOREIGN BANKS,True,7836.14,92854.37,,100690.51
2016,2016-03-31,ALL SCHEDULED COMMERCIAL BANKS,ALL SCHEDULED COMMERCIAL BANKS,True,116752.65,1438316.68,,1555069.33
2015,2015-03-31,STATE BANK OF BIKANER AND JAIPUR,STATE BANK OF INDIA AND ITS ASSOCIATES,False,227.6,9691.61,,9919.21
2015,2015-03-31,STATE BANK OF HYDERABAD,STATE BANK OF INDIA AND ITS ASSOCIATES,False,339.78,20214.27,,20554.05
2015,2015-03-31,STATE BANK OF INDIA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,13588.24,223388.52,,236976.76
2015,2015-03-31,STATE BANK OF MYSORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,83.87,8724.37,,8808.24
2015,2015-03-31,STATE BANK OF PATIALA,STATE BANK OF INDIA AND ITS ASSOCIATES,False,185.26,8988.89,,9174.15
2015,2015-03-31,STATE BANK OF TRAVANCORE,STATE BANK OF INDIA AND ITS ASSOCIATES,False,148.88,12928.02,,13076.9
2015,2015-03-31,STATE BANK OF INDIA AND ITS ASSOCIATES,STATE BANK OF INDIA AND ITS ASSOCIATES,True,14573.63,283935.68,,298509.31
2015,2015-03-31,ALLAHABAD BANK,NATIONALISED BANKS,False,508.79,14575.3,,15084.09
2015,2015-03-31,ANDHRA BANK,NATIONALISED BANKS,False,766.22,17232.77,,17998.99
2015,2015-03-31,BANK OF BARODA,NATIONALISED BANKS,False,2040.74,48668.24,,50708.98
2015,2015-03-31,BANK OF INDIA,NATIONALISED BANKS,False,4300.64,47510.77,,51811.41
2015,2015-03-31,BANK OF MAHARASHTRA,NATIONALISED BANKS,False,203.57,21250.46,,21454.03
2015,2015-03-31,BHARATIYA MAHILA BANK LTD.,NATIONALISED BANKS,False,12.5,58.09,,70.59
2015,2015-03-31,CANARA BANK,NATIONALISED BANKS,False,2456.42,29430.54,,31886.96
2015,2015-03-31,CENTRAL BANK OF INDIA,NATIONALISED BANKS,False,1584.05,23186.91,,24770.96
2015,2015-03-31,CORPORATION BANK,NATIONALISED BANKS,False,1065.02,20624.37,,21689.39
2015,2015-03-31,DENA BANK,NATIONALISED BANKS,False,163.3,8692.45,,8855.75
2015,2015-03-31,IDBI BANK LIMITED,NATIONALISED BANKS,False,3463.91,40038.1,,43502.01
2015,2015-03-31,INDIAN BANK,NATIONALISED BANKS,False,568.07,16365.68,,16933.75
2015,2015-03-31,INDIAN OVERSEAS BANK,NATIONALISED BANKS,False,1918.39,24205.37,,26123.76
2015,2015-03-31,ORIENTAL BANK OF COMMERCE,NATIONALISED BANKS,False,973.96,22788.19,,23762.15
2015,2015-03-31,PUNJAB AND SIND BANK,NATIONALISED BANKS,False,130.15,10850.04,,10980.19
2015,2015-03-31,PUNJAB NATIONAL BANK,NATIONALISED BANKS,False,5822.23,64891.89,,70714.12
2015,2015-03-31,SYNDICATE BANK,NATIONALISED BANKS,False,1372.32,25395.05,,26767.37
2015,2015-03-31,UCO BANK,NATIONALISED BANKS,False,703.76,14342.45,,15046.21
2015,2015-03-31,UNION BANK OF INDIA,NATIONALISED BANKS,False,2092.37,39525.87,,41618.24
2015,2015-03-31,UNITED BANK OF INDIA,NATIONALISED BANKS,False,228.17,10102.93,,10331.1
2015,2015-03-31,VIJAYA BANK,NATIONALISED BANKS,False,264.98,18916.88,,19181.86
2015,2015-03-31,NATIONALISED BANKS,NATIONALISED BANKS,True,30639.56,518652.35,,549291.91
2015,2015-03-31,AXIS BANK LIMITED,PRIVATE SECTOR BANKS,False,10612.78,96924.61,,107537.39
2015,2015-03-31,CITY UNION BANK LIMITED,PRIVATE SECTOR BANKS,False,125.54,2199.5,,2325.04
2015,2015-03-31,CSB BANK LIMITED,PRIVATE SECTOR BANKS,False,0.19,1008.21,,1008.4
2015,2015-03-31,DCB BANK LIMITED,PRIVATE SECTOR BANKS,False,202.77,1895.64,,2098.41
2015,2015-03-31,DHANLAXMI BANK LIMITED,PRIVATE SECTOR BANKS,False,24.14,918.2,,942.34
2015,2015-03-31,FEDERAL BANK LTD,PRIVATE SECTOR BANKS,False,257.15,10565.38,,10822.53
2015,2015-03-31,HDFC BANK LTD.,PRIVATE SECTOR BANKS,False,10259.72,46285.98,,56545.7
2015,2015-03-31,ICICI BANK LIMITED,PRIVATE SECTOR BANKS,False,18278.07,142639.83,,160917.9
2015,2015-03-31,INDUSIND BANK LTD,PRIVATE SECTOR BANKS,False,2675.37,13308.53,,15983.9
